country_code	country	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	0	955.4595	2371.0645	2199.7325	2247.574	2111.3605	2226.9455	2286.8715	2290.61	2258.7805	2318.1365	2354.7605	2456.1165	2458.0395	2519.1485	2778.221	2952.355
1834	Sub-Saharan Africa	185.4475	2532.5515	6352.5065	7717.1905	9032.285	9673.464	10836.5295	11419.22	12513.445	13596.2405	14078.6705	15381.0625	16921.7085	18036.223	19760.622	20468.699	21306.2875
1833	Northern Africa and Western Asia	-151.645	5033.038	7106.178	5797.723	6610.874	7151.518	7592.319	8698.5835	9110.576	9828.217	9733.1135	10124.3995	10670.463	11535.8985	11676.9125	12578.428	13084.3395
1831	Central and Southern Asia	-738.6715	-11495.7715	776.8795	4667.9615	6672.2815	7617.2205	8940.785	10737.5665	12079.0485	12886.872	15031.857	15571.44	17306.9725	18110.8075	19333.2615	19939.937	20783.7335
1832	Eastern and South-Eastern Asia	-54.2805	512.131	5777.186	6138.8995	6323.6035	6392.094	6459.5785	6351.786	6498.9445	6523.68	6440.0135	6498.0975	6384.3635	6371.16	6517.6445	6377.355	6434.639
1830	Latin America and the Caribbean	-304.0095	-1816.328	135.2265	967.4885	1516.8655	1881.3095	2263.5625	2413.5615	2561.284	2694.219	2809.2525	3119.6575	3096.6125	3250.277	3280.1975	3482.9465	3605.8035
1835	Oceania (excluding Australia and New Zealand)	-3.089	-37.244	114.236	208.749	286.648	355.9285	421.5815	491.445	535.889	607.2545	702.9505	718.4185	773.258	819.149	833.639	888.531	926.5345
1836	Australia/New Zealand	43.2855	942.3255	1950.773	1595.337	1725.23	1805.093	1929.2165	1982.6295	2066.0605	2120.801	2226.3205	2248.329	2272.464	2354.554	2443.5265	2495.4755	2531.766
1829	Europe and Northern America	1022.9625	15104.608	19310.5415	19246.0585	19536.3245	19793.84	20337.3235	20616.9495	20804.8155	21191.8375	21454.03	21764.3155	22139.356	22182.746	22123.1485	22653.22	22590.063
5502	Europe, Northern America, Australia, and New Zealand	1066.248	16565.6865	20709.7615	19552.755	19590.725	19589.0555	20010.46	20370.7095	20717.0115	20842.038	21079.581	21347.352	21459.2765	21695.804	22197.295	22815.909	23073.591
