country_code	country	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	2.2666	2.2156	2.1741	2.1411	2.1241	2.1083	2.0805	2.0463	2.0123	1.9823	1.9564	1.9337	1.9118	1.8898	1.868	1.8481
1834	Sub-Saharan Africa	4.3522	4.0107	3.6848	3.396	3.1565	2.958	2.7934	2.6551	2.5376	2.4357	2.3477	2.2703	2.2046	2.1476	2.0972	2.0535
1833	Northern Africa and Western Asia	2.7392	2.6204	2.5045	2.4067	2.3315	2.2603	2.1977	2.142	2.0912	2.0466	2.0061	1.9711	1.9404	1.912	1.8854	1.86
1831	Central and Southern Asia	2.2701	2.1754	2.1076	2.0573	2.0182	1.9851	1.9553	1.93	1.9049	1.8832	1.863	1.8457	1.8298	1.8166	1.8035	1.7903
1832	Eastern and South-Eastern Asia	1.3744	1.3525	1.3737	1.3985	1.4297	1.4624	1.4738	1.478	1.4877	1.4993	1.5098	1.5218	1.5319	1.537	1.5408	1.5458
1830	Latin America and the Caribbean	1.8238	1.7622	1.7316	1.7146	1.7	1.6891	1.6823	1.6751	1.6683	1.6632	1.6607	1.6595	1.657	1.6543	1.6521	1.649
1835	Oceania (excluding Australia and New Zealand)	3.0619	2.8788	2.7315	2.6071	2.4999	2.4078	2.3244	2.2519	2.1877	2.1323	2.0799	2.0374	2.0017	1.9712	1.9376	1.9084
1836	Australia/New Zealand	1.6396	1.6374	1.6307	1.6319	1.6331	1.6315	1.6306	1.6293	1.6272	1.6264	1.6289	1.6294	1.6305	1.6302	1.6313	1.6303
1829	Europe and Northern America	1.4894	1.4829	1.5059	1.5264	1.539	1.5467	1.5519	1.5594	1.5672	1.5748	1.5811	1.586	1.5888	1.5931	1.5979	1.6019
5502	Europe, Northern America, Australia, and New Zealand	1.4937	1.4878	1.51	1.5297	1.542	1.5495	1.5547	1.562	1.5695	1.5768	1.583	1.5877	1.5905	1.5947	1.5994	1.6032
901	More developed regions	1.4726	1.4676	1.4916	1.5133	1.5271	1.536	1.5419	1.5493	1.5574	1.5658	1.5733	1.579	1.5825	1.587	1.5916	1.5954
902	Less developed regions	2.3782	2.3183	2.2664	2.222	2.1964	2.1749	2.1418	2.1028	2.0648	2.0305	2.0001	1.9733	1.9483	1.9238	1.8998	1.8779
941	Least developed countries	3.964	3.7051	3.4536	3.226	3.0398	2.8837	2.746	2.6246	2.5181	2.4251	2.3433	2.2698	2.2066	2.1508	2.1008	2.0573
934	Less developed regions, excluding least developed countries	2.039	1.9887	1.9545	1.9265	1.9166	1.915	1.9021	1.8799	1.8567	1.8372	1.8221	1.812	1.802	1.7905	1.7777	1.7652
948	Less developed regions, excluding China	2.6624	2.5613	2.4735	2.3985	2.337	2.2808	2.2276	2.1776	2.1309	2.0888	2.0501	2.0147	1.9831	1.9543	1.9275	1.903
1636	Land-locked Developing Countries (LLDC)	3.8909	3.5994	3.3354	3.1084	2.9234	2.7637	2.6209	2.5003	2.3966	2.3087	2.2338	2.1666	2.1082	2.0577	2.0149	1.978
2087	LLDC: Africa	4.3964	3.9854	3.6236	3.3182	3.0788	2.8817	2.714	2.5723	2.4525	2.3525	2.269	2.195	2.1309	2.0759	2.0305	1.9905
2088	LLDC: Asia	3.114	2.947	2.8029	2.69	2.594	2.4998	2.4015	2.3265	2.2618	2.2042	2.1481	2.0952	2.0498	2.0109	1.9758	1.948
2089	LLDC: Europe	1.6538	1.6311	1.631	1.6321	1.6474	1.6492	1.6354	1.6279	1.629	1.6327	1.6398	1.6439	1.6408	1.633	1.6277	1.6314
2090	LLDC: Latin America	2.5271	2.4052	2.3025	2.2139	2.1383	2.0762	2.0239	1.9759	1.9412	1.9103	1.8864	1.8608	1.8427	1.8279	1.8128	1.7961
1637	Small Island Developing States (SIDS)	2.2036	2.1359	2.0975	2.0638	2.0302	1.9977	1.9666	1.9419	1.9195	1.8981	1.8749	1.8548	1.8357	1.8193	1.8043	1.7909
2091	SIDS Caribbean	2.011	1.9431	1.9005	1.8721	1.8499	1.8291	1.8103	1.7962	1.7814	1.7683	1.7568	1.7478	1.737	1.7267	1.7206	1.7144
2092	SIDS Pacific	3.0352	2.8389	2.6861	2.5577	2.4528	2.3637	2.2837	2.2167	2.1576	2.1055	2.0562	2.0159	1.9823	1.9542	1.9229	1.8955
2093	SIDS Atlantic, Indian Ocean and South China Sea (AIS)	1.8663	1.8879	1.9426	1.9635	1.9525	1.9367	1.9174	1.9044	1.8984	1.8887	1.8657	1.8409	1.8164	1.7986	1.786	1.7771
5503	High-and-upper-middle-income countries	1.5036	1.4784	1.4922	1.5147	1.5392	1.5577	1.562	1.566	1.5735	1.5811	1.5871	1.593	1.5968	1.5993	1.6024	1.6053
5504	Low-and-Lower-middle-income countries	2.9073	2.7767	2.6601	2.5597	2.4764	2.4016	2.3336	2.2715	2.2138	2.1618	2.1146	2.0716	2.0337	2	1.9688	1.9403
1503	High-income countries	1.4856	1.4776	1.4959	1.5164	1.5323	1.5451	1.5544	1.5607	1.5665	1.5735	1.5799	1.5863	1.5907	1.5954	1.5997	1.6025
1859	Low-and-middle-income countries	2.377	2.3171	2.2646	2.2205	2.1963	2.1758	2.1428	2.1036	2.0652	2.0308	2.0008	1.9744	1.9495	1.9248	1.9007	1.8787
1517	Middle-income countries	2.1206	2.0649	2.0254	1.997	1.9883	1.985	1.9686	1.9439	1.919	1.8988	1.8827	1.8702	1.8574	1.8432	1.8277	1.813
1502	Upper-middle-income countries	1.5136	1.4807	1.4877	1.508	1.5425	1.572	1.5743	1.5714	1.5759	1.5833	1.5914	1.6004	1.6053	1.6053	1.6056	1.6075
1501	Lower-middle-income countries	2.5673	2.4561	2.3667	2.2963	2.2396	2.1895	2.145	2.1038	2.065	2.0311	2.0006	1.973	1.9478	1.9258	1.9043	1.8838
1500	Low-income countries	4.564	4.1894	3.8332	3.5149	3.2591	3.0489	2.8698	2.7165	2.5842	2.4702	2.3727	2.2878	2.2158	2.1526	2.0975	2.0505
1518	No income group available	2.1033	2.0343	1.9792	1.9293	1.8763	1.8373	1.8172	1.8015	1.785	1.7716	1.7581	1.7468	1.7375	1.735	1.7299	1.7229
903	Africa	4.0965	3.8011	3.5147	3.2616	3.0525	2.8748	2.7269	2.6017	2.4936	2.3994	2.318	2.2461	2.1846	2.1309	2.0829	2.0408
910	Eastern Africa	4.1515	3.7926	3.4866	3.228	3.0167	2.8393	2.69	2.5656	2.4609	2.3703	2.2933	2.2244	2.1658	2.1154	2.0707	2.0312
108	Burundi	4.9224	4.4117	3.9877	3.5995	3.3108	3.0721	2.8773	2.7164	2.5881	2.4799	2.3902	2.3121	2.2442	2.1815	2.1244	2.0817
174	Comoros	3.9161	3.632	3.3839	3.1761	2.9939	2.835	2.6911	2.5704	2.4683	2.3735	2.2892	2.219	2.155	2.0979	2.0484	2.0055
262	Djibouti	2.6484	2.4993	2.3583	2.2461	2.1561	2.085	2.0199	1.9665	1.9318	1.893	1.865	1.8397	1.8176	1.7999	1.7876	1.7761
232	Eritrea	3.7754	3.475	3.2185	2.9976	2.8173	2.6672	2.5448	2.4383	2.3438	2.2557	2.1833	2.1235	2.0721	2.0306	1.9944	1.9649
231	Ethiopia	4.0417	3.6197	3.2817	3.0153	2.8135	2.6395	2.4938	2.3738	2.2749	2.1922	2.1237	2.0622	2.0082	1.964	1.9299	1.8985
404	Kenya	3.2407	3.0215	2.8443	2.6854	2.5413	2.4096	2.3093	2.222	2.1423	2.0749	2.0224	1.9769	1.9361	1.9067	1.8786	1.8508
450	Madagascar	4.0067	3.6984	3.4377	3.2211	3.0394	2.8855	2.7535	2.6436	2.5441	2.4502	2.3664	2.2892	2.2252	2.174	2.1253	2.0802
454	Malawi	3.6889	3.3725	3.117	2.9155	2.7447	2.6055	2.4937	2.3999	2.317	2.2461	2.187	2.1308	2.081	2.0417	2.0002	1.9646
480	Mauritius	1.2845	1.2146	1.2288	1.2581	1.2777	1.2982	1.3206	1.3416	1.361	1.3774	1.3944	1.4058	1.4174	1.427	1.44	1.4517
175	Mayotte	4.531	4.3224	4.0294	3.7754	3.5659	3.3672	3.1878	3.0239	2.8753	2.7524	2.6434	2.549	2.4606	2.3783	2.3044	2.2361
508	Mozambique	4.7991	4.4257	4.0189	3.6406	3.3133	3.0449	2.8284	2.6514	2.5156	2.3993	2.298	2.22	2.1556	2.0983	2.0545	2.0142
638	Réunion	2.1632	2.0839	2.0173	1.9828	1.9548	1.9243	1.8943	1.8715	1.8537	1.8393	1.8268	1.8169	1.8037	1.7914	1.7889	1.7871
646	Rwanda	3.7455	3.4597	3.2208	3.0171	2.8366	2.6837	2.5407	2.4239	2.3229	2.2378	2.1595	2.0926	2.0357	1.9803	1.9423	1.9045
690	Seychelles	2.127	2.0151	1.9498	1.8971	1.8657	1.845	1.8264	1.806	1.7883	1.7711	1.7614	1.7502	1.7433	1.7403	1.7359	1.727
706	Somalia	6.1804	5.6247	5.0872	4.5764	4.1185	3.7493	3.4568	3.2076	3.0034	2.8306	2.6909	2.5683	2.4627	2.3677	2.2839	2.217
728	South Sudan	3.8945	3.5334	3.2478	2.9929	2.7832	2.6199	2.4952	2.384	2.2873	2.2135	2.1423	2.0785	2.0241	1.9798	1.9485	1.9137
800	Uganda	4.3442	3.8419	3.427	3.1182	2.8857	2.6976	2.542	2.4143	2.306	2.2131	2.1424	2.0756	2.0212	1.979	1.9428	1.913
834	United Republic of Tanzania	4.6379	4.3123	4.0161	3.7492	3.5176	3.3252	3.1494	3.0057	2.8866	2.7757	2.6727	2.576	2.4972	2.4272	2.3546	2.2926
894	Zambia	4.1367	3.8149	3.5329	3.2755	3.0559	2.888	2.754	2.6423	2.5417	2.4538	2.3768	2.3115	2.2567	2.1995	2.1532	2.1039
716	Zimbabwe	3.7385	3.496	3.2846	3.0897	2.9281	2.7712	2.6377	2.5214	2.4177	2.3308	2.2521	2.1866	2.1296	2.0747	2.0311	1.9963
911	Middle Africa	5.5324	5.1537	4.7115	4.2712	3.9025	3.597	3.3403	3.1181	2.931	2.7706	2.6331	2.5143	2.4131	2.3257	2.2495	2.1841
24	Angola	5.1601	4.7658	4.3512	3.9717	3.632	3.3593	3.1384	2.9481	2.7913	2.6646	2.5549	2.4529	2.3572	2.284	2.2266	2.169
120	Cameroon	4.3627	4.0274	3.7279	3.4734	3.2397	3.0433	2.8857	2.7493	2.6313	2.5306	2.4407	2.3577	2.2831	2.2218	2.171	2.1219
140	Central African Republic	6.038	5.5402	4.9861	4.4147	3.9122	3.5342	3.2274	2.983	2.7785	2.6021	2.4583	2.3448	2.2578	2.1851	2.119	2.0566
148	Chad	6.0928	5.6911	5.2005	4.7537	4.3535	4.006	3.7057	3.441	3.2076	3.0043	2.8446	2.7064	2.5845	2.4769	2.3795	2.3016
178	Congo	4.181	3.9012	3.6621	3.4457	3.2575	3.0803	2.9319	2.8035	2.6961	2.6067	2.5126	2.4323	2.3614	2.3059	2.2511	2.2001
180	Democratic Republic of the Congo	6.069	5.6565	5.1425	4.6059	4.1787	3.8222	3.5181	3.2562	3.0402	2.8546	2.6962	2.5623	2.452	2.353	2.2653	2.1941
226	Equatorial Guinea	4.1481	3.8307	3.491	3.2071	2.9711	2.7804	2.6166	2.481	2.3721	2.2717	2.1797	2.1089	2.0541	2.0023	1.9619	1.9282
266	Gabon	3.6784	3.3999	3.1749	2.9929	2.8352	2.6898	2.5594	2.4519	2.3605	2.2854	2.2211	2.1648	2.1111	2.0623	2.0237	1.9883
678	Sao Tome and Principe	3.6761	3.3985	3.1662	2.9695	2.8017	2.6634	2.5408	2.4417	2.3567	2.286	2.2229	2.1653	2.1116	2.0686	2.0311	1.9942
912	Northern Africa	2.9597	2.7962	2.6478	2.527	2.4335	2.3477	2.285	2.2312	2.175	2.1252	2.0848	2.0502	2.0185	1.9896	1.9604	1.9308
12	Algeria	2.8007	2.5446	2.35	2.2151	2.1205	2.0463	1.9777	1.9239	1.8891	1.8708	1.8543	1.8367	1.8165	1.7981	1.7864	1.778
818	Egypt	2.7478	2.6413	2.5315	2.4391	2.3465	2.2473	2.174	2.1161	2.0688	2.026	1.9912	1.9543	1.9197	1.8965	1.8759	1.8512
434	Libya	2.3736	2.1565	2.0204	1.9345	1.8783	1.834	1.8021	1.7808	1.7628	1.7552	1.7487	1.7423	1.7358	1.727	1.719	1.7179
504	Morocco	2.25	2.132	2.0426	1.9756	1.9238	1.8846	1.8556	1.8311	1.8133	1.8002	1.7871	1.7753	1.7638	1.7518	1.7424	1.7387
729	Sudan	4.3791	4.0378	3.7402	3.4722	3.2589	3.082	2.9307	2.7998	2.6767	2.5742	2.4887	2.4154	2.3463	2.2805	2.2198	2.1653
788	Tunisia	1.8469	1.7733	1.7318	1.7207	1.7227	1.7168	1.7037	1.6908	1.6837	1.684	1.6872	1.6892	1.6876	1.6802	1.6729	1.6681
732	Western Sahara	2.1784	2.087	2.008	1.9475	1.9022	1.8665	1.8367	1.8079	1.7916	1.7761	1.7661	1.7518	1.7433	1.7332	1.7276	1.7223
913	Southern Africa	2.3044	2.2195	2.1368	2.0655	2.0131	1.9653	1.9207	1.8856	1.8556	1.8319	1.8129	1.7951	1.7823	1.7716	1.7629	1.7564
72	Botswana	2.7748	2.5874	2.4224	2.2865	2.1921	2.1194	2.0492	1.9921	1.9424	1.9037	1.8734	1.8508	1.8281	1.8112	1.8001	1.7873
748	Eswatini	2.7974	2.6055	2.4508	2.324	2.2198	2.1289	2.0547	2.0023	1.9597	1.9203	1.891	1.8657	1.844	1.8246	1.8037	1.7918
426	Lesotho	2.7275	2.5721	2.4465	2.3442	2.2549	2.1802	2.1164	2.0507	1.9993	1.9601	1.9297	1.9023	1.8754	1.8508	1.8311	1.8118
516	Namibia	3.2429	3.0709	2.8873	2.7297	2.5945	2.4811	2.3851	2.2998	2.2229	2.1608	2.1083	2.0646	2.0194	1.9816	1.9481	1.9194
710	South Africa	2.2181	2.1413	2.0662	2.0035	1.9595	1.9167	1.8781	1.849	1.8229	1.8026	1.7871	1.7721	1.7625	1.7545	1.7482	1.7439
