country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
900	World	44.4647	45.3001	46.5252	47.1618	48.0126	48.5212	49.0414	49.3483	49.8617	47.8377	46.0995	48.5536	51.3907	51.85	52.3496	51.9719	52.6017	53.0718	53.6048	53.9713	54.2693	53.6978	55.1445	55.5996	55.9254	56.0883	56.4341	56.9468	57.2573	57.8603	58.1732	58.5425	58.9347	59.1206	59.4502	59.8072	60.3292	60.7587	60.9521	61.3511	61.5254	61.6446	61.8305	61.9392	61.7567	62.3846	62.7346	63.11	63.3131	63.6093	64.0068	64.3258	64.6313	64.9588	65.293	65.6502	66.1126	66.5261	66.8043	67.1396	67.5864	67.882	68.2977	68.6125	68.8571	69.0709	69.3235	69.4853	69.8345	70.0553	69.2567	68.3289	69.9962	70.5472	2023
1834	Sub-Saharan Africa	35.4751	35.8793	36.2441	36.6239	37.0158	37.3645	37.7422	37.4215	37.7348	38.7459	38.7967	39.0235	39.7029	39.919	40.2551	40.4465	40.5044	40.6632	41.2077	41.4596	42.0731	42.4879	42.3959	43.1339	43.3291	43.6437	44.4509	44.8537	45.0881	45.5542	45.8655	46.1134	46.3548	45.6475	45.666	46.0449	46.3423	46.9313	46.8157	47.4845	47.3161	47.19	47.0907	47.453	44.8745	48.1087	48.1016	48.321	48.0101	48.7293	49.6457	50.0716	50.5142	51.0927	51.7181	52.2214	52.757	53.3537	53.9612	53.7183	55.0348	55.2193	56.1041	56.5479	56.6344	57.0266	57.374	57.633	58.366	58.6021	58.6094	58.1784	58.9912	60.1158	2023
1833	Northern Africa and Western Asia	38.5451	39.3786	40.1748	40.8595	41.0488	41.7114	42.2859	42.8288	43.3212	43.9888	44.5403	45.2605	45.7104	46.8588	47.4658	47.9834	48.4613	48.8688	49.4419	49.9196	50.4676	51.1021	51.7032	52.0172	52.6129	53.1398	53.4531	54.7553	55.4322	56.1146	56.5639	57.0133	57.251	57.953	58.538	59.1753	59.9909	60.7105	60.6921	61.4292	61.8202	62.5162	63.0784	63.3778	63.5867	64.0141	64.455	64.8089	65.2023	65.5314	65.9898	66.3431	66.6556	66.6468	66.6479	66.9278	67.3701	67.7844	68.233	68.7581	69.0291	69.0371	69.0222	69.2707	69.664	69.666	69.8564	70.2802	70.6198	70.9937	69.6254	69.4907	71.2072	71.4803	2023
1831	Central and Southern Asia	40.7991	41.3306	41.9047	42.3102	43.1419	43.7115	44.1783	44.6021	45.0587	45.5992	45.9917	46.345	46.7244	47.0851	47.4752	46.6324	47.1169	47.4753	48.8696	49.2507	49.0798	45.2532	50.2332	50.6259	51.0729	51.5926	52.056	52.5022	52.9026	53.3955	53.8215	54.1416	54.5575	55.0272	55.4213	55.8158	56.3988	56.7651	57.1944	57.6445	57.9408	58.1391	58.6431	59.0055	59.3524	59.6806	60.0237	60.3767	60.7592	61.192	61.6092	62.0052	62.4319	62.7876	63.1297	63.4488	63.8883	64.2239	64.5925	64.9492	65.3907	65.8106	66.2206	66.6191	67.0164	67.3921	67.7952	68.1313	68.4696	68.7975	67.8243	65.8615	69.7029	70.0283	2023
1832	Eastern and South-Eastern Asia	40.6343	42.1525	44.1635	45.0727	46.1919	46.7236	47.2943	47.8137	48.2583	42.4719	37.9548	43.1396	50.3012	50.9198	51.5362	51.0766	52.4313	53.4527	53.9489	54.7343	55.3508	56.2039	56.7124	57.5352	58.0306	58.1335	58.6166	59.4737	59.9957	61.1371	61.5998	62.1153	62.5899	62.991	63.4565	63.8538	64.2211	64.6058	64.9294	65.3055	65.6031	65.9872	66.4137	66.7574	67.0389	67.2581	67.6639	68.0259	68.3466	68.6409	68.996	69.3402	69.6549	70.0554	70.1374	70.6134	70.9123	71.2849	71.228	71.7788	72.0821	72.2317	72.5241	72.7636	72.9933	73.2065	73.3915	73.3696	73.7568	73.9577	73.7424	73.4481	73.8982	73.8867	2023
1830	Latin America and the Caribbean	46.772	47.3406	47.9498	48.5842	49.2609	49.8032	50.3942	50.933	51.5594	52.0975	52.647	53.1931	53.6139	54.0098	54.3943	54.7694	55.304	55.6581	55.9625	56.245	56.3341	57.1446	57.551	57.958	58.3433	58.858	59.1626	59.715	60.0672	60.3197	60.554	60.9576	61.2006	61.8821	62.2744	62.5328	63.1538	63.4839	63.8484	64.1592	64.4721	64.7206	64.9346	65.25	65.6801	66.0663	66.4715	66.8672	67.0476	67.4437	67.738	67.9963	68.4043	68.7399	69.0841	69.46	69.747	69.9544	70.1466	70.348	70.1957	70.8156	71.1098	71.3787	71.5677	71.7673	71.6363	71.8429	72.0726	72.2663	70.015	68.5621	71.6506	72.7559	2023
1835	Oceania (excluding Australia and New Zealand)	40.7675	38.7749	42.1056	42.7511	43.4475	44.1758	44.7577	45.5446	46.2267	46.7584	47.389	47.9773	48.3475	49.1681	49.6661	50.4228	50.8653	51.4599	52.0207	52.5465	53.0611	53.4454	53.9765	54.4116	54.9497	55.3667	55.9934	56.4701	56.9316	57.2586	57.6095	57.9442	58.212	58.511	58.7979	59.1576	59.2833	59.5203	59.7991	60.0509	60.162	60.414	60.6149	60.8036	61.0378	61.219	61.3563	61.5573	61.1605	61.8586	61.9238	61.9762	61.9161	62.0551	62.1432	62.23	62.3571	62.5091	62.7222	62.8224	63.0703	63.246	63.2349	63.5021	63.6152	63.768	64.0077	64.1843	64.3589	64.4994	64.104	63.375	64.5534	65.2904	2023
1836	Australia/New Zealand	66.6744	66.2372	66.6154	67.217	67.3316	67.476	67.4825	67.486	68.0292	67.5966	68.0668	68.0929	67.9294	68.0044	67.6558	67.7766	67.662	67.9316	67.5702	67.8771	67.5582	68.3232	68.5749	68.6315	68.5439	69.3075	69.3836	69.8493	70.2269	70.6544	70.8888	71.159	71.2017	71.9114	72.0745	72.047	72.5579	72.6375	72.8714	72.894	73.7262	74.284	74.2575	74.8198	74.7859	75.1649	75.2432	75.6505	76.0602	76.3128	76.7944	77.1913	77.3789	77.7594	78.0921	78.532	78.7392	78.7598	78.9831	79.294	79.6883	79.7707	80.1014	80.3495	80.3657	80.4643	80.6642	80.5535	81.0354	81.0077	81.4995	81.4698	80.5249	81.8237	2023
1829	Europe and Northern America	60.7282	60.714	61.8364	62.4482	63.259	63.8398	64.649	64.6677	65.5379	65.7021	65.9343	66.3366	66.2393	66.3285	66.8096	66.7684	66.8405	66.9127	66.6477	66.4728	66.7656	66.9467	67.0987	67.2295	67.4416	67.4516	67.561	67.7227	67.7777	67.905	67.9442	68.2141	68.583	68.6314	68.7787	69.0236	69.5849	69.8237	69.8673	69.9097	69.8612	69.845	69.5479	68.9331	68.8928	69.0491	69.7225	70.3921	70.6763	70.4694	70.5773	70.7661	70.8145	70.9175	71.3768	71.4968	72.1177	72.5395	72.8645	73.37	73.5828	74.1654	74.4052	74.7012	74.9181	75.0173	75.3087	75.5529	75.6274	75.8228	74.4341	73.8665	74.92	76.0408	2023
5502	Europe, Northern America, Australia, and New Zealand	60.8118	60.7937	61.9072	62.5194	63.3205	63.8956	64.6933	64.7125	65.5782	65.7331	65.9694	66.3665	66.2684	66.3574	66.8246	66.7864	66.8558	66.9316	66.6659	66.4992	66.7818	66.9734	67.1276	67.2567	67.4632	67.4857	67.5948	67.7612	67.8213	67.9535	67.9961	68.2661	68.63	68.6893	68.8374	69.0782	69.6384	69.8755	69.9226	69.9656	69.9325	69.9273	69.6365	69.0412	69.0022	69.1624	69.8264	70.4918	70.7783	70.5799	70.6951	70.8883	70.9402	71.0482	71.5072	71.6326	72.2483	72.6647	72.9888	73.4917	73.7089	74.2839	74.5265	74.8222	75.0366	75.1362	75.4272	75.665	75.7484	75.94	74.5856	74.0306	75.057	76.1818	2023
