country_code	country	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	69.9876	71.4651	72.2504	73.0064	73.729	74.3891	74.9808	75.5483	76.1131	76.6685	77.2034	77.7079	78.1925	78.6656	79.1378	79.603
1834	Sub-Saharan Africa	59.4677	60.9437	61.7998	62.6096	63.3894	64.1371	64.8641	65.5739	66.2811	66.9796	67.6712	68.347	69.0119	69.6653	70.3341	71.008
1833	Northern Africa and Western Asia	70.98	72.5013	73.3218	74.1207	74.9057	75.6667	76.4073	77.1237	77.8177	78.5011	79.1702	79.8137	80.4443	81.0772	81.7046	82.3091
1831	Central and Southern Asia	68.9785	71.0335	71.9865	72.913	73.8309	74.7305	75.6043	76.4678	77.3098	78.1258	78.9124	79.674	80.4121	81.0975	81.7561	82.3966
1832	Eastern and South-Eastern Asia	73.9305	75.1037	76.0379	76.9156	77.7556	78.5395	79.2389	79.9092	80.5763	81.2232	81.8433	82.4231	82.9761	83.5348	84.072	84.59
1830	Latin America and the Caribbean	71.4866	73.647	74.5642	75.4808	76.3962	77.2948	78.1722	79.025	79.8384	80.6153	81.3522	82.0572	82.7259	83.3632	83.9759	84.5644
1835	Oceania (excluding Australia and New Zealand)	64.7261	65.8273	66.3631	66.863	67.32	67.7661	68.2112	68.682	69.1675	69.6864	70.2362	70.7998	71.3817	72.0016	72.6409	73.2715
1836	Australia/New Zealand	81.5681	82.6245	83.3517	84.0169	84.6429	85.2437	85.8144	86.3802	86.9527	87.5053	88.0167	88.5411	89.0603	89.5592	90.0883	90.6055
1829	Europe and Northern America	75.3502	77.039	77.9728	78.8974	79.7902	80.6333	81.4201	82.1715	82.9085	83.6287	84.3229	84.9787	85.5861	86.1748	86.7466	87.308
5502	Europe, Northern America, Australia, and New Zealand	75.4957	77.1746	78.1083	79.0313	79.9225	80.7646	81.5508	82.3019	83.0385	83.7577	84.4501	85.1052	85.7131	86.302	86.8757	87.439
901	More developed regions	76.0964	77.6769	78.5732	79.457	80.3131	81.127	81.8907	82.6224	83.3392	84.0394	84.7164	85.3598	85.9594	86.543	87.1135	87.673
902	Less developed regions	68.7961	70.3066	71.1257	71.9107	72.6588	73.345	73.9619	74.5505	75.1322	75.701	76.243	76.7468	77.2273	77.695	78.1627	78.6231
941	Least developed countries	63.2546	64.8931	65.7317	66.5139	67.2612	67.982	68.6787	69.3541	70.014	70.6603	71.2964	71.9155	72.5282	73.1309	73.7353	74.3405
934	Less developed regions, excluding least developed countries	70.0883	71.5926	72.4368	73.2508	74.0414	74.7767	75.441	76.0802	76.7172	77.3451	77.9461	78.506	79.0368	79.551	80.0603	80.5558
948	Less developed regions, excluding China	67.1477	68.8365	69.611	70.3637	71.0989	71.8063	72.4884	73.1541	73.8047	74.4352	75.0421	75.6226	76.1846	76.7219	77.2574	77.7907
1636	Land-locked Developing Countries (LLDC)	62.8418	64.7478	65.6333	66.488	67.3081	68.0787	68.8238	69.5606	70.3062	71.0449	71.7729	72.4817	73.189	73.8905	74.5959	75.2935
2087	LLDC: Africa	60.9731	62.8968	63.8608	64.7589	65.6153	66.4278	67.2228	68.0029	68.7977	69.5893	70.369	71.1206	71.859	72.5837	73.3139	74.0355
