country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
900	World	48.4356	49.0396	49.9722	50.5058	51.3319	51.9352	52.477	52.8232	53.4116	51.3788	49.6012	52.189	55.1317	55.6188	56.2062	56.0803	56.5656	57.1009	57.6676	58.063	58.2877	58.4229	59.3084	59.8057	60.2218	60.4784	60.7398	61.3882	61.803	62.4904	62.8739	63.3429	63.8033	63.9725	64.3338	64.6595	65.1722	65.6459	65.8266	66.2577	66.434	66.5328	66.8034	66.9999	66.9314	67.4528	67.73	68.0272	68.2252	68.5344	68.9201	69.2412	69.5691	69.9116	70.263	70.705	71.1873	71.6101	71.873	72.3022	72.6626	72.9981	73.4248	73.745	74.027	74.2182	74.5099	74.7366	75.0237	75.2444	74.7144	73.5347	75.3905	75.8857	2023
1834	Sub-Saharan Africa	38.9274	39.3272	39.7086	40.1	40.5029	40.92	41.3055	40.9554	41.3004	42.4007	42.7385	43.0609	43.3852	43.6917	44.054	44.3143	44.3155	44.7462	45.2341	45.4752	45.8268	46.2009	46.202	46.8623	47.0787	47.4405	48.1194	48.5722	48.96	49.4058	49.7513	50.0328	50.3692	49.531	49.6865	49.9538	50.1457	50.7781	50.3999	51.1373	51.0307	50.6592	50.4836	50.9823	49.0851	51.324	51.2719	51.4051	51.1702	51.8837	52.2806	52.544	52.9205	53.3981	53.987	54.5788	55.2044	55.9344	56.6589	56.9632	57.96	58.2004	59.186	59.7691	60.0773	60.4687	60.9072	61.2726	62.0174	62.4045	62.6232	62.0648	63.2211	64.14	2023
1833	Northern Africa and Western Asia	42.7983	43.688	44.4868	45.1187	45.7966	46.4718	47.1019	47.6143	48.1693	48.8526	49.3238	50.1458	50.6398	51.3952	51.9785	52.5596	53.0673	53.5914	54.1014	54.6376	55.1451	55.6999	56.2803	56.8534	57.4467	58.0541	58.375	59.4023	60.1356	60.8512	61.6303	62.35	62.7393	63.2401	63.8262	64.4376	65.4084	65.9008	65.9049	66.4779	66.8969	67.3884	67.8716	68.2545	68.6398	68.9888	69.3665	69.6489	70.004	70.165	70.6933	71.0504	71.4009	71.6195	71.7894	72.0823	72.5773	72.9078	73.1582	73.4747	73.7068	73.8335	74.0305	74.3196	74.6128	74.8107	75.0746	75.3595	75.6093	75.8731	74.7747	74.1043	76.0305	76.1755	2023
1831	Central and Southern Asia	39.7176	40.2525	40.8279	41.2522	42.0831	42.6329	43.0875	43.4827	43.9266	44.4494	44.8428	45.2129	45.631	46.0293	46.5084	45.7344	46.302	46.703	48.0561	48.4732	48.114	47.1894	49.5913	50.0432	50.562	51.162	51.7256	52.2989	52.8863	53.6006	54.2748	54.9377	55.5848	56.2196	56.7411	57.2674	57.9281	58.4285	58.9455	59.3961	59.7427	59.9228	60.6034	60.9615	61.332	61.7084	62.1272	62.5697	63.0436	63.5731	64.1318	64.6437	65.2117	65.6808	66.1428	66.6047	67.2108	67.6729	68.1501	68.5579	69.0195	69.4577	69.8802	70.278	70.668	71.0084	71.379	71.7187	72.0386	72.3398	71.7628	69.3646	73.247	73.5729	2023
1832	Eastern and South-Eastern Asia	45.9447	46.9503	48.2387	48.8415	49.8197	50.566	51.1324	51.7135	52.347	46.2499	41.3338	46.9616	54.6841	55.2978	55.9588	56.0904	56.9473	57.9662	58.4852	59.2236	59.9097	60.6897	61.3312	62.2253	62.9092	63.1198	63.3175	64.4028	65.039	66.2182	66.6538	67.2033	67.7046	68.1384	68.6012	69.0262	69.446	69.8834	70.2128	70.574	70.7593	71.1884	71.6079	72.0998	72.4488	72.7525	73.2043	73.5779	73.9078	74.1512	74.5424	74.9017	75.2578	75.6812	75.6667	76.2981	76.5678	76.8767	76.7103	77.4294	77.667	77.9306	78.2478	78.4788	78.7566	78.9922	79.2376	79.4711	79.6512	79.8059	79.834	79.2213	79.905	79.9509	2023
1830	Latin America and the Caribbean	50.7606	51.3795	52.0633	52.7227	53.3381	53.9238	54.5252	55.063	55.6802	56.2627	56.8842	57.3856	57.8637	58.3052	58.8393	59.3791	59.8662	60.3555	60.702	61.0005	60.892	61.8879	62.3103	62.8554	63.2893	63.8866	64.1687	64.8731	65.3413	65.7618	66.1839	66.6398	66.9506	67.4585	67.8405	68.0824	68.7442	69.1629	69.5751	70.0022	70.3748	70.8101	71.1691	71.5303	71.8724	72.2523	72.6116	73.0224	73.193	73.6386	73.9856	74.3191	74.728	75.0193	75.3139	75.6937	75.9559	76.1763	76.4311	76.6222	76.3075	77.1446	77.3215	77.494	77.6886	77.8719	77.8491	77.9584	78.1864	78.2886	76.6771	75.2741	77.7165	78.6388	2023
1835	Oceania (excluding Australia and New Zealand)	45.001	41.8687	46.2132	46.9326	47.5645	48.3154	48.8746	49.6928	50.3134	50.9365	51.5621	52.1849	52.6095	53.4927	53.9928	54.7209	55.3998	56.0171	56.6579	57.1489	57.8074	58.3271	58.8678	59.1893	59.8324	60.3621	60.9448	61.4919	62.0149	62.2758	62.7022	62.9526	63.2563	63.6476	63.9899	64.2388	64.4586	64.7371	64.9752	65.1879	65.2982	65.3975	65.6453	65.7767	65.9759	66.1281	66.2298	66.309	65.5976	66.4703	66.4506	66.497	66.354	66.4413	66.4953	66.5579	66.6932	66.7867	67.0885	67.2917	67.6782	68.049	68.2203	68.5764	68.9057	69.1792	69.3242	69.5912	69.6776	69.8691	69.8067	68.7517	69.906	70.562	2023
1836	Australia/New Zealand	71.6246	71.5644	71.9292	72.5772	72.7947	73.1979	73.0929	73.3754	73.9163	73.6667	74.0224	74.3488	74.2612	74.2875	74.0359	74.2532	74.1143	74.5798	74.2387	74.7041	74.2355	74.917	75.2091	75.6051	75.4392	76.2597	76.2764	76.7913	77.1725	77.7167	77.781	78.161	78.0431	78.4865	78.6391	78.3495	78.97	78.953	79.2404	79.1333	79.8436	80.2104	80.2823	80.6756	80.6203	80.8434	80.9226	81.1565	81.6769	81.7577	82.0918	82.3248	82.2835	82.6415	82.8553	83.2416	83.3086	83.2985	83.4482	83.7383	83.9836	83.973	84.0864	84.419	84.2792	84.3909	84.6654	84.5045	85.0112	85.0051	85.4879	85.2333	84.4851	85.4151	2023
1829	Europe and Northern America	65.9816	65.9899	67.1327	67.8683	68.7074	69.3304	70.2812	70.4585	71.3143	71.5724	71.994	72.4749	72.4624	72.6712	73.2523	73.3297	73.5361	73.7239	73.6114	73.6309	73.9613	74.2236	74.4195	74.5536	74.8266	74.9459	75.1268	75.4615	75.5526	75.7645	75.811	76.0452	76.3312	76.3448	76.4871	76.5567	76.9157	77.1365	77.224	77.4158	77.5139	77.588	77.6028	77.2123	77.2656	77.3976	77.6909	77.9802	78.165	78.09	78.2631	78.4072	78.4116	78.461	78.9052	78.9988	79.4067	79.6905	79.8607	80.1735	80.2998	80.6951	80.7957	81.0158	81.2185	81.1715	81.4109	81.5448	81.6603	81.8826	80.6965	80.0651	81.4866	82.3854	2023
5502	Europe, Northern America, Australia, and New Zealand	66.0581	66.0668	67.2008	67.935	68.7665	69.3865	70.3226	70.5018	71.3534	71.6049	72.0254	72.5049	72.4913	72.6976	73.2667	73.3458	73.5479	73.7397	73.6243	73.6502	73.9692	74.237	74.4349	74.5725	74.8391	74.9678	75.1464	75.4833	75.578	75.7948	75.8414	76.078	76.3586	76.3778	76.5209	76.5856	76.9484	77.1662	77.2571	77.4452	77.5524	77.6319	77.649	77.2707	77.3234	77.4564	77.7468	78.0352	78.2252	78.1532	78.3291	78.476	78.4801	78.5347	78.9764	79.0746	79.4783	79.7579	79.9287	80.241	80.3704	80.759	80.8609	81.0829	81.2807	81.2372	81.4784	81.6072	81.7305	81.9494	80.7931	80.1719	81.5576	82.4566	2023
