country_code	country	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
646	Rwanda	-11.1255	-1347.2305	-4544.5535	-4950.769	-5169.0005	-5604.8255	-5988.6235	-6425.117	-6812.1755	-7372.548	-7758.979	-7853.229	-8400.9025	-8426.107	-9039.7395	-9006.8415	-8815.3885
690	Seychelles	0.863	8.3335	0.2065	-6.041	-5.979	-5.445	-5.355	-5.3025	-5.1135	-5.313	-5.0925	-4.8075	-4.91	-4.748	-4.6285	-4.6775	-4.628
706	Somalia	38.6295	-732.0855	-3040.2085	-3416.6635	-3833.608	-4184.864	-4564.309	-4752.4135	-4973.408	-5438.3795	-5335.1365	-5464.0805	-5848.1945	-5732.5585	-5604.228	-5517.5035	-5508.637
728	South Sudan	31.4675	45.7725	-1326.2445	-1450.864	-1549.3565	-1662.565	-1866.065	-1932.414	-2004.144	-2177.342	-2183.165	-2248.24	-2301.5545	-2450.166	-2505.775	-2491.7835	-2492.676
800	Uganda	21.732	-617.5285	-1712.9835	-1885.6795	-1999.6785	-2145.9855	-2300.825	-2505.108	-2736.2065	-2890.867	-3031.536	-3144.478	-3246.7105	-3399.3355	-3476.916	-3568.8185	-3702.0045
834	United Republic of Tanzania	-9.2935	-597.873	-1884.7535	-2141.648	-2377.7385	-2672.69	-2963.4575	-3265.3835	-3498.6805	-3835.002	-4209.97	-4475.314	-4809.675	-5185.2165	-5531.0825	-5798.0965	-6126.492
894	Zambia	4.078	-23.4845	-264.908	-427.1695	-594.0565	-717.6105	-819.547	-925.8995	-1010.129	-1057.8825	-1143.4635	-1224.8585	-1295.149	-1378.681	-1517.699	-1574.306	-1670.5605
716	Zimbabwe	-44.72	-704.692	-1386.023	-1471.062	-1620.297	-1729.5755	-1830.975	-1963.231	-2058.398	-2140.9925	-2340.7055	-2343.2835	-2487.961	-2583.211	-2621.41	-2669.946	-2749.8515
911	Middle Africa	2.4645	-721.0085	-5036.9075	-5388.607	-6392.6885	-6947.463	-7971.9835	-8732.3835	-9618.763	-10753.8485	-11582.1255	-12437.915	-13091.1455	-14476.1025	-15100.6465	-15864.9785	-16864.297
24	Angola	3.778	-139.654	-1054.98	-1546.513	-1946.112	-2321.488	-2655.221	-3017.055	-3366.811	-3756.3735	-4083.774	-4351.817	-4835.093	-4948.058	-5213.664	-5687.6105	-6168.0005
120	Cameroon	-4.944	-184.7765	-595.4875	-655.2295	-728.197	-798.2885	-876.811	-952.167	-1034.992	-1118.4085	-1209.3575	-1248.4035	-1377.454	-1406.33	-1472.894	-1597.68	-1637.063
140	Central African Republic	-12.3725	-211.018	-403.9005	-497.701	-586.573	-652.6255	-692.8895	-763.1185	-849.8745	-899.52	-954.8465	-1033.368	-1120.9855	-1155.603	-1210.6115	-1199.1175	-1297.017
148	Chad	18.3025	349.1405	-1774.9985	-1795.453	-2036.0685	-2335.958	-2558.7825	-2842.5185	-3037.966	-3374.3865	-3650.769	-3867.5375	-4266.31	-4509.033	-4925.118	-5156.5775	-5323.5435
178	Congo	-2.236	-80.4995	-271.9095	-296.424	-333.293	-359.193	-393.385	-427.268	-466.676	-505.1585	-561.7815	-587.5065	-652.428	-662.4065	-713.5375	-762.9345	-802.6445
180	Democratic Republic of the Congo	-0.8165	-1244.449	-4089.308	-4634.315	-5381.2925	-5926.691	-6714.7275	-7265.349	-7876.609	-8597.7495	-9464.2385	-10056.0255	-10541.91	-11580.943	-11834.351	-12510.336	-13023.579
226	Equatorial Guinea	0	-6.029	-135.2485	-188.4735	-212.911	-228.607	-280.31	-262.4685	-281.223	-312.97	-315.3775	-328.867	-346.6725	-391.2925	-407.5405	-411.632	-426.1175
266	Gabon	0.753	-1.997	-36.051	-53.886	-67.4235	-79.107	-90.493	-106.6465	-115.4075	-127.174	-134.849	-149.4625	-159.4205	-162.124	-171.2155	-172.434	-181.3465
678	Sao Tome and Principe	0	-4.0305	-10.026	-12.847	-15.101	-16.584	-17.7195	-19.0545	-19.449	-20.5335	-20.7955	-22.482	-23.2165	-24.1465	-23.957	-24.2955	-25.364
912	Northern Africa	-61.2875	-2655.4465	-4596.7665	-4921.945	-5231.8955	-5462.993	-5617.5895	-5951.2355	-6436.711	-6515.8755	-6883.3175	-7165.7155	-7257.5755	-7354.4465	-7585.117	-8118.885	-8219.661
12	Algeria	-5.399	-433.3525	-1588.641	-1673.563	-1740.3685	-1874.344	-1943.449	-2025.312	-2067.692	-2157.54	-2086.9225	-2082.8515	-2105.1245	-2187.7095	-2171.027	-2148.511	-2134.77
818	Egypt	3.008	-109.6875	-1061.0825	-1085.2805	-1188.012	-1311.216	-1355.1375	-1376.871	-1478.89	-1488.9905	-1523.4185	-1558.375	-1588.867	-1629.7845	-1702.7265	-1702.7505	-1718.1345
434	Libya	-0.347	-211.041	-724.2305	-757.736	-814.6575	-855.942	-870.961	-860.409	-907.685	-931.2675	-923.9865	-946.128	-985.9705	-977.753	-1022.0235	-1015.9685	-1015.4705
504	Morocco	-17.737	-282.1665	-637.311	-754.1375	-800.3255	-815.7005	-816.9755	-828.318	-834.3005	-855.2535	-821.6435	-812.386	-797.2105	-791.676	-785.27	-768.967	-778.4165
729	Sudan	-32.9665	-2530.125	-3298.84	-3397.518	-3340.8925	-3525.713	-3715.6445	-3987.803	-4298.2005	-4319.015	-4704.365	-5104.44	-5203.2165	-5213.407	-5586.2465	-5974.4025	-6084.983
788	Tunisia	-9.594	-113.07	-336.912	-414.7355	-448.1115	-479.2015	-481.16	-477.3195	-478.0945	-449.245	-437.108	-432.6895	-419.534	-405.8865	-412.79	-396.2515	-388.201
732	Western Sahara	1.748	18.61	-10.397	-28.9165	-40.4815	-46.482	-52.897	-54.004	-52.3875	-51.227	-50.5935	-53.8265	-56.7715	-56.053	-58.1325	-59.9075	-59.4555
913	Southern Africa	188.968	871.535	-1062.3195	-1134.824	-1216.405	-1278.391	-1200.8985	-1252.9715	-1280.161	-1333.8835	-1364.093	-1422.9535	-1401.392	-1437.453	-1483.592	-1601.0525	-1522.692
72	Botswana	-5.665	-65.416	-191.538	-216.751	-227.3305	-233.843	-240.8985	-261.9835	-261.95	-260.2925	-267.1105	-282.1455	-278.639	-285.9135	-285.1235	-283.817	-280.011
748	Eswatini	-2.121	-50.987	-95.368	-98.1225	-101.6295	-101.0395	-102.3875	-103.7175	-104.302	-104.8425	-104.3045	-102.7095	-99.9155	-101.6315	-98.996	-95.9035	-94.9075
426	Lesotho	-1.7245	-35.198	-88.9865	-110.706	-123.1565	-131.727	-135.507	-139.173	-144.249	-149.2305	-147.022	-142.0845	-148.601	-150.0335	-142.1325	-138.807	-143.885
516	Namibia	13.528	29.8725	-200.3895	-222.6875	-239.854	-261.8465	-282.9025	-289.877	-311.313	-326.5925	-336.4905	-355.0895	-373.4135	-381.331	-397.1845	-396.238	-418.1645
710	South Africa	184.9505	884.834	-976.09	-1069.664	-1163.93	-1171.1075	-1131.818	-1157.238	-1190.762	-1237.452	-1296.1585	-1309.3375	-1292.19	-1318.498	-1328.003	-1510.8185	-1445.1885
914	Western Africa	-19.4845	-1443.541	-4294.7185	-4991.6555	-5642.7045	-6264.8175	-6788.4355	-7286.2145	-7713.97	-8197.0055	-8719.4575	-9350.3365	-9819.244	-10181.6015	-10929.025	-11165.725	-11407.5525
204	Benin	0.8645	-126.3825	-447.8935	-488.9875	-538.936	-590.112	-650.059	-708.1775	-752.1285	-811.4135	-891.1305	-923.8425	-978.8765	-1023.24	-1086.313	-1148.994	-1191.493
854	Burkina Faso	-2.8305	-142.5445	-378.067	-489.023	-609.0975	-691.186	-764.536	-819.016	-853.89	-890.445	-961.834	-993.067	-1045.177	-1109.017	-1067.4255	-1110.2765	-1145.9215
132	Cabo Verde	-1.681	-9.658	-25.9225	-31.2305	-34.3125	-35.867	-34.269	-32.655	-31.515	-31.446	-31.259	-29.4745	-28.62	-28.0395	-25.656	-23.7205	-23.295
384	Côte d'Ivoire	-6.195	-108.93	-847.856	-1222.3785	-1518.5845	-1775.0285	-1987.371	-2156.5585	-2333.271	-2566.0585	-2631.143	-2892.367	-3125.467	-3248.533	-3317.4165	-3360.708	-3755.6335
270	Gambia	-0.9745	-19.359	-48.5115	-66.8885	-77.92	-91.372	-100.641	-110.122	-117.465	-126.323	-135.3425	-141.638	-150.68	-152.7395	-145.0075	-150.335	-150.3765
288	Ghana	-0.1455	-173.893	-754.7005	-903.6165	-1037.003	-1114.5935	-1178.5245	-1263.9935	-1298.327	-1350.9625	-1400.388	-1463.308	-1538.4295	-1627.0475	-1590.5535	-1666.684	-1670.842
324	Guinea	-2.1825	-148.9565	-587.904	-655.6755	-731.355	-763.504	-843.2525	-885.18	-942.016	-1017.8795	-1052.089	-1107.083	-1148.062	-1147.5545	-1217.9795	-1226.1085	-1228.2245
624	Guinea-Bissau	-0.697	-58.732	-242.446	-264.5535	-290.4715	-299.9835	-328.39	-359.339	-375.7995	-393.874	-413.704	-428.81	-477.757	-476.4205	-476.6245	-498.1805	-507.0255
430	Liberia	-5.0535	-509.397	-1692.1665	-1857.755	-2003.978	-2200.4705	-2380.622	-2551.3195	-2635.338	-2871.1835	-3032.9185	-3061.283	-3218.494	-3400.808	-3564.087	-3667.605	-3651.976
466	Mali	-7.481	-251.69	-680.6265	-874.0535	-1043.118	-1201.301	-1374.9805	-1475.0055	-1595.1215	-1747.087	-1899.9905	-1988.9855	-2107.154	-2229.214	-2351.474	-2573.112	-2612.706
478	Mauritania	-0.7415	-36.562	-174.083	-195.2795	-222.408	-240.9195	-262.844	-288.91	-324.045	-344.353	-364.691	-402.456	-428.836	-458.8065	-473.949	-508.189	-531.6385
562	Niger	-2.201	-34.376	-169.1225	-224.046	-257.244	-287.4	-311.692	-344.577	-371.656	-406.4275	-440.835	-469.928	-494.9875	-531.267	-573.528	-611.71	-626.9645
566	Nigeria	-7.2485	-618.6145	-2262.9755	-2742.3775	-3004.5135	-3214.501	-3321.136	-3629.3105	-3911.835	-3956.3945	-4243.4705	-4291.456	-4630.3665	-4675.563	-4858.782	-4800.097	-4829.1165
654	Saint Helena	0.0055	-0.0345	-0.23	-0.2745	-0.2785	-0.261	-0.2425	-0.2135	-0.191	-0.1775	-0.1805	-0.1775	-0.1795	-0.173	-0.161	-0.168	-0.163
686	Senegal	16.924	-9.4625	-321.783	-469.0755	-598.665	-675.1635	-758.194	-812.963	-877.4615	-936.32	-1026.674	-1026.1935	-1110.7955	-1145.6065	-1151.4895	-1172.7145	-1283.375
694	Sierra Leone	0.646	-224.911	-850.952	-899.9235	-977.258	-1006.399	-1092.2415	-1181.3385	-1221.4055	-1263.2335	-1236.713	-1335.677	-1354.8455	-1413.131	-1404.087	-1426.5125	-1447.4795
768	Togo	-0.493	-219.362	-756.149	-791.73	-921.43	-979.819	-1037.916	-1141.5385	-1275.0875	-1298.7255	-1421.177	-1487.961	-1569.0945	-1662.737	-1790.4955	-1861.9915	-1867.754
935	Asia	-883.3095	-12878.1965	-19306.5955	-19926.6365	-20929.9185	-21608.208	-22540.4075	-23479.97	-24746.569	-26091.1695	-26200.877	-27180.1995	-28502.9635	-29562.2995	-31703.231	-31754.9505	-32649.453
5500	Central Asia	26.5645	-136.974	-1290.688	-1628.815	-1884.3505	-2026.9515	-2161.829	-2254.13	-2411.94	-2542.9375	-2556.8605	-2610.3425	-2717.0495	-2838.6365	-3015.032	-3038.7975	-3147.4885
398	Kazakhstan	-4.358	-174.831	-1057.054	-1257.789	-1419.593	-1533.82	-1547.3445	-1575.2375	-1696.975	-1707.828	-1754.026	-1795.7735	-1905.44	-1975.0455	-2013.4855	-2109.659	-2193.6195
417	Kyrgyzstan	27.352	43.6285	-264.753	-336.6595	-373.7395	-382.148	-410.511	-444.943	-441.656	-458.942	-455.2835	-470.9645	-485.8525	-509.3655	-503.7055	-514.8175	-518.087
762	Tajikistan	-1.782	-150.113	-460.2405	-522.698	-548.212	-594.6505	-651.084	-673.8815	-688.5955	-718.76	-743.6325	-766.4875	-791.8755	-823.8205	-791.35	-816.8645	-806.4735
795	Turkmenistan	9.9565	65.7585	-68.6315	-104.4835	-116.5745	-122.5775	-127.4305	-130.7805	-135.2515	-138.1175	-138.799	-136.945	-138.176	-136.902	-134.5575	-131.815	-133.929
860	Uzbekistan	-4.604	-97.8275	-397.82	-560.471	-698.2865	-769.658	-867.929	-943.1115	-1015.8515	-1088.9345	-1113.246	-1196.5925	-1243.1195	-1294.586	-1345.5145	-1362.379	-1371.817
906	Eastern Asia	23.644	-2481.648	-5229.404	-5266.556	-5276.725	-5162.1125	-5025.159	-4741.8835	-4610.1585	-4324.99	-4158.224	-3960.168	-3742.2785	-3569.3675	-3337.6755	-3059.494	-2916.195
156	China	-45.7885	-2717.065	-4501.7575	-4388.634	-4401.9895	-4187.843	-4058.576	-3944.8175	-3744.269	-3565.563	-3246.6155	-3079.8275	-2912.582	-2757.88	-2546.6525	-2296.0175	-2207.78
344	China, Hong Kong SAR	-0.9	-999.3725	-2929.0535	-2744.84	-2717.238	-2653.5045	-2418.3355	-2204.152	-2166.5945	-2008.882	-1994.81	-1824.475	-1796.7115	-1661.934	-1633.3505	-1488.716	-1356.288
446	China, Macao SAR	4.421	-47.864	-257.182	-246.886	-240.6235	-222.611	-217.2585	-205.7385	-188.039	-183.5345	-182.5265	-165.394	-162.142	-152.4965	-137.1555	-134.2435	-125.994
158	China, Taiwan Province of China	-10.612	-329.932	-440.658	-421.815	-438.842	-422.4725	-426.1665	-405.518	-384.0375	-348.829	-328.5345	-298.8695	-294.096	-266.989	-246.2915	-225.8525	-213.4675
408	Dem. People's Republic of Korea	-0.7925	-20.8825	-68.258	-87.086	-98.3155	-102.2105	-106.4565	-105.2355	-111.7775	-112.923	-109.168	-110.608	-108.9405	-107.687	-108.9925	-104.986	-103.538
392	Japan	21.0005	414.753	-7.1945	-119.579	-150.575	-156.755	-153.016	-155.0305	-175.5825	-134.1015	-140.657	-137.359	-116.3525	-124.879	-106.4465	-124.43	-128.7225
496	Mongolia	0	-12.803	-71.7095	-95.751	-111.6825	-115.5115	-126.1575	-130.3345	-129.9505	-139.0265	-141.3235	-145.13	-148.4665	-156.8395	-147.343	-156.3255	-163.29
410	Republic of Korea	56.3155	142.122	-669.9785	-964.713	-1074.447	-1076.498	-986.948	-943.305	-883.8925	-850.753	-755.96	-685.06	-607.651	-553.0235	-495.9405	-467.4625	-419.7405
5501	Southern Asia	-765.236	-16518.4795	-19504.613	-19065.0405	-20418.29	-21402.481	-22150.7235	-23060.6005	-24282.203	-25803.2075	-25888.862	-26735.5515	-28257.5665	-29930.7025	-30963.6435	-30624.7015	-32270.5295
4	Afghanistan	71.817	-3460.6775	-8364.2055	-9240.7125	-10646.1505	-11395.036	-12936.021	-13963.056	-14795.679	-16243.9315	-17123.0565	-17914.6295	-19375.8755	-20655.443	-22317.1915	-22884.228	-24300.6895
50	Bangladesh	-501.261	-3757.612	-3677.936	-3991.0685	-4427.498	-4517.2385	-4617.7945	-4752.6765	-4739.2305	-4732.5855	-4658.8715	-4601.888	-4572.3375	-4488.978	-4350.4365	-4292.65	-4197.587
64	Bhutan	0.1435	-22.511	-86.86	-85.884	-88.807	-90.7985	-91.377	-90.281	-88.472	-89.322	-87.651	-85.097	-83.4095	-79.1675	-77.7735	-71.0235	-66.7445
356	India	-36.903	-4524.85	-5323.3125	-5333.776	-5517.41	-5768.8545	-5877.3	-5913.092	-5987.432	-5960.2225	-5801.6555	-5941.8915	-5996.4115	-5719.5665	-5756.4615	-5788.2275	-5565.377
364	Iran (Islamic Republic of)	-90.34	86.483	-3658.06	-4097.457	-4018.8405	-4110.6375	-4260.695	-4235.522	-4184.5325	-4180.106	-4151.7395	-4086.8835	-4042.9265	-3848.179	-3668.24	-3642.9695	-3498.667
462	Maldives	4.821	0.1465	-34.1215	-35.172	-34.0065	-33.98	-33.5465	-33.617	-31.21	-31.52	-29.697	-27.0925	-24.5215	-23.253	-21.2275	-20.1865	-20.0445
524	Nepal	81.0695	-1402.3805	-1827.324	-1371.3645	-1461.746	-1431.5845	-1389.6095	-1438.363	-1480.9535	-1489.149	-1441.248	-1416.981	-1416.3315	-1384.2175	-1409.793	-1385.332	-1339.444
586	Pakistan	-279.6455	-6983.867	-10395.8195	-10305.898	-10779.1715	-10840.334	-11154.3365	-11463.2285	-11921.683	-12441.2975	-12839.377	-12912.141	-13798.4125	-13938.989	-14141.2625	-14764.1155	-15128.957
144	Sri Lanka	-14.9375	-273.2695	-793.6125	-852.3025	-859.2385	-884.094	-868.4175	-856.2885	-869.3345	-841.399	-825.091	-830.93	-828.2415	-806.778	-801.863	-776.412	-746.1625
