country_code	country	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
900	World	69.7998	70.5805	71.0398	71.5324	72.0357	72.4596	72.9118	73.3483	73.8613	74.3094	74.6938	75.091	75.5081	75.9006	76.2674	76.6153
1834	Sub-Saharan Africa	59.2739	59.9242	60.3476	60.7883	61.3385	61.7976	62.2642	62.7412	63.2925	63.7804	64.2581	64.7723	65.2158	65.7488	66.3493	66.7825
1833	Northern Africa and Western Asia	70.754	71.4358	71.8024	72.3004	72.8204	73.309	73.7991	74.3345	74.6959	75.1986	75.7486	76.1931	76.6065	77.06	77.396	77.8933
1831	Central and Southern Asia	68.7026	68.9966	69.1362	69.3914	69.7129	70.0597	70.6268	71.112	71.5771	72.1446	72.6365	73.0715	73.5365	74.1656	74.6019	75.2633
1832	Eastern and South-Eastern Asia	73.5462	73.3886	73.6178	73.9569	74.3121	74.8525	75.3385	75.9789	76.6453	77.1615	77.6752	78.1528	78.5751	78.8308	79.3673	79.7684
1830	Latin America and the Caribbean	71.3399	72.5969	72.9759	73.5618	74.0795	74.688	75.3806	76.1242	76.7984	77.4545	78.1154	78.8121	79.3368	79.8817	80.438	81.0466
1835	Oceania (excluding Australia and New Zealand)	64.2981	63.4635	62.8294	62.4526	62.1637	61.8496	61.7577	61.8065	61.8244	61.9731	62.1144	62.2418	62.3839	62.4545	62.5542	62.4886
1836	Australia/New Zealand	81.2511	80.9413	80.9306	81.028	81.101	81.3328	81.5963	81.6842	81.8655	82.0274	82.075	82.3214	82.6997	82.9721	83.0648	83.2583
1829	Europe and Northern America	75.1917	76.1456	76.6137	77.1802	77.8226	78.4178	79.0224	79.6506	80.1715	80.7399	81.2551	81.7303	82.2665	82.8653	83.4037	83.8207
5502	Europe, Northern America, Australia, and New Zealand	75.3407	76.2804	76.7361	77.3082	77.9433	78.5644	79.1829	79.7876	80.3391	80.9222	81.4844	81.9719	82.491	83.0836	83.5973	83.9771
901	More developed regions	75.9432	76.8262	77.2844	77.8673	78.4607	79.1098	79.7123	80.293	80.8481	81.3762	81.9643	82.4474	83.0169	83.5436	84.0122	84.456
902	Less developed regions	68.5785	69.2943	69.7145	70.2133	70.7031	71.1266	71.6155	72.1302	72.6327	73.0736	73.4726	73.8374	74.2468	74.6666	75.01	75.4092
941	Least developed countries	63.1238	64.0999	64.5949	65.0706	65.5777	66.0689	66.4743	66.9162	67.4	67.92	68.3718	68.8543	69.2544	69.6981	70.0868	70.4408
934	Less developed regions, excluding least developed countries	69.833	70.3677	70.7433	71.2051	71.6828	72.0973	72.5236	72.9931	73.5204	73.9735	74.3699	74.7713	75.2159	75.6427	76.0403	76.4619
948	Less developed regions, excluding China	67.0022	67.9207	68.31	68.8235	69.3202	69.7398	70.2379	70.668	71.2113	71.7014	72.0805	72.5329	73.0276	73.5513	73.9877	74.3709
1636	Land-locked Developing Countries (LLDC)	62.6886	63.7922	64.2256	64.7333	65.226	65.7235	66.1882	66.6988	67.217	67.8491	68.3572	68.9394	69.3914	69.7584	70.3311	70.7695
2087	LLDC: Africa	60.7479	61.6376	62.0587	62.4673	62.8611	63.3069	63.7579	64.2448	64.7894	65.3759	65.888	66.3736	66.8311	67.2726	67.7604	68.1994
2088	LLDC: Asia	66.7242	67.3719	67.5667	67.9584	68.3003	68.745	69.0908	69.4665	69.9561	70.4051	70.9912	71.4074	71.659	71.8584	72.3125	72.8725
2089	LLDC: Europe	68.6183	68.2052	68.0338	68.1115	68.3538	68.669	68.6756	68.9517	69.1748	69.656	70.0498	70.3937	70.6862	70.6538	70.9165	71.4049
2090	LLDC: Latin America	65.3072	66.2271	65.8079	65.6835	65.6885	65.7877	66.0342	66.4325	66.6948	67.0084	67.3292	67.6203	68.0993	68.5918	68.8807	69.3629
1637	Small Island Developing States (SIDS)	68.8352	69.2943	69.4429	69.6551	69.8473	70.0535	70.1379	70.408	70.6346	70.7568	70.9072	71.1686	71.1665	71.2566	71.6074	71.7809
2091	SIDS Caribbean	68.9077	69.1147	69.1065	69.1966	69.3901	69.538	69.6355	69.6804	69.9134	70.1176	70.3751	70.6181	70.9117	71.0551	71.3365	71.6453
2092	SIDS Pacific	64.387	63.6533	63.1425	62.8718	62.6786	62.4776	62.492	62.5857	62.612	62.687	62.8182	62.9056	63.2418	63.4524	63.5095	63.5824
2093	SIDS Atlantic, Indian Ocean and South China Sea (AIS)	72.9982	72.9568	72.8688	72.7071	72.3299	72.1358	72.2342	72.2092	72.2539	72.0753	71.7234	71.6513	71.3397	71.1996	71.1367	71.3578
5503	High-and-upper-middle-income countries	74.2546	74.9018	75.3994	75.9862	76.5246	77.0894	77.7613	78.4133	79.1255	79.7928	80.4548	81.0822	81.6012	82.1465	82.633	83.1861
5504	Low-and-Lower-middle-income countries	65.6216	66.3374	66.6071	67.0551	67.516	67.8835	68.3372	68.7728	69.3316	69.8087	70.2475	70.646	71.1283	71.6842	72.1296	72.5261
1503	High-income countries	78.0819	78.8502	79.2849	79.7616	80.2659	80.8865	81.4307	81.9278	82.4131	82.9379	83.446	83.9489	84.3432	84.8444	85.3024	85.8284
1859	Low-and-middle-income countries	68.1712	68.9141	69.3253	69.8395	70.34	70.7609	71.2406	71.7133	72.2291	72.6388	73.0342	73.4113	73.8413	74.2487	74.6194	75.0165
1517	Middle-income countries	69.1275	69.7942	70.2329	70.7322	71.2648	71.7328	72.1998	72.7015	73.2606	73.7405	74.18	74.5273	74.9864	75.4931	75.8885	76.2704
1502	Upper-middle-income countries	72.3017	72.7313	73.1923	73.6919	74.275	74.8635	75.5728	76.2552	76.9937	77.6321	78.2395	78.8427	79.4082	79.8346	80.2763	80.7008
1501	Lower-middle-income countries	66.6263	67.1423	67.3415	67.7553	68.1781	68.51	68.9655	69.2962	69.891	70.3462	70.7903	71.1823	71.6251	72.2895	72.6681	73.2607
1500	Low-income countries	61.5725	62.4552	62.8258	63.2894	63.7626	64.2127	64.5274	64.8721	65.353	65.8499	66.2965	66.7782	67.006	67.3333	67.7082	68.135
1518	No income group available	68.204	66.8031	66.3945	66.3536	66.3059	66.6181	67.0402	67.4428	67.8888	68.339	68.7879	69.168	69.5441	70.1308	70.5789	71.1971
903	Africa	61.006	61.672	62.1249	62.5634	63.0941	63.5592	63.9267	64.3741	64.8721	65.3641	65.8195	66.3074	66.7414	67.3045	67.8317	68.3259
910	Eastern Africa	62.1004	62.6777	63.1612	63.67	64.1304	64.6459	65.0331	65.5291	66.0939	66.5944	67.1146	67.6673	68.1498	68.6414	69.1709	69.6743
108	Burundi	60.5884	59.033	58.1827	57.7762	57.4598	57.1806	57.0708	57.1142	57.0249	57.1193	57.1408	57.2342	57.3449	57.3732	57.3128	57.4022
174	Comoros	63.9037	62.6615	62.3499	62.3305	62.4306	62.6212	62.7892	63.0675	63.2972	63.5716	63.6898	64.0864	64.3247	64.6563	65.0361	65.3041
262	Djibouti	62.3895	61.2908	60.6959	60.5099	60.4265	60.3166	60.318	60.374	60.5381	60.72	61.0032	61.199	61.3601	61.5813	61.8099	62.129
232	Eritrea	65.4271	64.4764	64.0603	64.084	64.039	64.219	64.5271	64.6343	64.8162	64.8921	65.0853	65.4256	65.8882	66.1694	66.495	66.825
231	Ethiopia	63.1031	62.1412	61.8931	61.8772	62.0168	62.308	62.5252	62.7435	63.0528	63.4243	63.7128	64.028	64.3288	64.5922	64.8814	65.2825
404	Kenya	60.2725	59.1001	58.547	58.3361	58.2778	58.2424	58.3652	58.4878	58.5397	58.722	58.9148	59.2114	59.3916	59.6903	59.8772	60.1189
450	Madagascar	61.0533	59.5862	58.9979	58.7948	58.6955	58.6849	58.7387	58.9103	59.0726	59.2176	59.3249	59.5464	59.6376	59.8772	59.9851	60.1528
454	Malawi	62.6153	61.8566	61.1861	60.9926	60.8961	60.84	60.8457	60.9409	61.0978	61.2733	61.4855	61.6309	62.0046	62.1524	62.3348	62.6619
480	Mauritius	70.7643	70.1729	69.8014	69.7534	69.8175	70.089	70.4192	70.8864	71.3964	71.8724	72.325	72.9144	73.4855	74.0617	74.7064	75.5379
175	Mayotte	72.7435	72.3796	72.1167	72.1949	72.3846	72.5885	72.9492	73.3692	73.6373	74.0296	74.5624	75.1656	75.7869	76.3839	77.0239	77.661
508	Mozambique	58.9245	57.9754	57.2671	56.9918	56.8645	56.8762	56.9214	56.8951	56.9036	57.0967	57.2313	57.4033	57.4429	57.5441	57.6877	57.8765
638	Réunion	79.3355	79.1793	78.8873	78.7739	78.8426	78.9173	79.0843	79.129	79.1921	79.332	79.4645	79.7116	79.9085	80.0541	80.2136	80.3489
646	Rwanda	64.7704	63.3074	62.8082	62.5471	62.4606	62.489	62.6075	62.7809	62.9397	63.0496	63.1763	63.3216	63.5514	63.7552	64.0592	64.344
690	Seychelles	69.2442	67.8663	67.3374	67.1316	67.1554	67.1791	67.3512	67.4379	67.6404	67.8165	68.0235	68.4585	68.9033	69.2825	69.7629	70.3014
706	Somalia	54.3069	53.5974	52.532	51.9	51.6216	51.3927	51.198	51.2411	51.0885	50.9322	50.9818	50.8979	51.0182	51.0536	51.2076	51.2972
728	South Sudan	54.009	51.6932	50.6463	50.0631	49.6592	49.2448	48.991	48.8304	48.7929	48.7371	48.775	48.7583	48.6485	48.5144	48.3526	48.4373
800	Uganda	64.2297	63.2117	62.7329	62.5941	62.6678	62.7396	62.7107	62.925	63.1021	63.4168	63.7573	63.9682	64.2138	64.4941	64.7243	65.0762
834	United Republic of Tanzania	63.5104	61.987	61.4661	61.3194	61.1407	61.1669	61.1331	61.3247	61.4505	61.5646	61.7927	62.0532	62.2038	62.5253	62.6098	62.9128
894	Zambia	62.1602	61.5889	60.8326	60.4849	60.2069	60.0912	59.9949	59.9685	59.8469	59.935	60.0715	60.1566	60.3233	60.5356	60.6785	60.8088
716	Zimbabwe	59.1227	58.2084	57.912	57.9283	58.1935	58.3671	58.7518	59.1025	59.2908	59.5057	59.8397	60.0287	60.3581	60.7105	61.0607	61.5326
