country_code	country	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100
508	Mozambique	-12.932	743.004	3873.5195	4661.6915	5245.968	5663.329	6650.7515	7281.762	7788.589	7947.3645	8884.0885	9781.3635	10419.8525	10417.4085	10625.618	11363.012	12299.1335
638	Réunion	1.136	-2.163	37.435	47.5065	51.738	56.098	54.738	54.9775	54.4315	52.6095	53.545	56.0475	54.5045	54.956	53.7975	51.557	52.464
646	Rwanda	-11.1255	1677.6355	6379.494	7238.72	8101.6525	9190.6435	10157.055	10607.29	11487.29	12012.881	12819.57	13762.9295	13946.5935	14990.945	15574.3535	15854.1285	17728.664
690	Seychelles	0.863	10.495	12.1355	9.888	12.8565	14.0145	15.1815	16.2875	17.298	17.0915	18.6485	19.644	20.4165	21.3685	20.5345	21.3695	22.3005
706	Somalia	38.6295	1238.9865	4960.328	5717.1285	6537.899	7240.077	8130.671	8575.594	9368.3575	9783.9015	11441.299	10941.2285	10736.2015	11471.0775	12716.295	12217.15	12083.031
728	South Sudan	31.4675	903.658	2181.6225	2573.158	2812.5075	2981.831	3233.2175	3554.226	3761.8205	4040.48	4339.0235	4531.159	4764.8485	5139.1175	5102.0445	5300.587	5519.733
800	Uganda	21.732	16.8955	1034.496	1202.8575	1415.41	1610.3365	1763.396	1908.862	2028.706	2158.2295	2198.209	2350.404	2473.2185	2523.05	2602.9625	2603.251	2639.296
834	United Republic of Tanzania	-9.2935	503.4775	2469.337	3097.362	3475.7855	3818.2245	4351.256	4761.542	5173.6495	5682.569	6253.53	6698.53	7442.188	7742.2735	8199.1185	8632.1905	9171.636
894	Zambia	4.078	94.581	481.251	723.003	886.9655	1102.381	1311.759	1537.4335	1772.337	2040.171	2299.598	2444.792	2782.759	3199.57	3346.1535	3808.0415	4383.0745
716	Zimbabwe	-44.72	37.2895	1339.291	1549.247	1676.9265	1913.4915	2043.9215	2115.844	2257.3385	2393.2965	2464.0035	2574.201	2724.927	2700.567	2962.0225	2937.8825	3013.6795
911	Middle Africa	2.4645	2130.287	6020.1145	7437.473	8928.3065	10220.694	11459.3465	12924.102	15099.0815	17535.9535	20415.821	22007.1415	24973.0315	26883.107	30860.8015	34393.0065	37193.8905
24	Angola	3.778	256.6485	1558.8375	2492.0285	3318.272	4446.609	5449.4705	6596.1825	8499.045	12225.6565	14589.573	16597.659	19681.448	22194.125	25626.113	28718.9265	32746.657
120	Cameroon	-4.944	156.892	638.659	726.626	835.9315	930.971	1019.829	1117.9895	1210.123	1321.8165	1466.9495	1534.5265	1630.8625	1741.344	1718.43	1887.932	1949.368
140	Central African Republic	-12.3725	-66.976	431.0165	682.615	860.0285	1012.5965	1201.1385	1445.7765	1602.769	1708.506	1951.574	2233.9845	2440.726	2667.004	2879.9935	3155.5035	3279.7255
148	Chad	18.3025	1402.0405	1986.4965	2634.669	3032.851	3494.098	3833.1355	4394.2905	4756.7225	5276.2065	5754.9215	6475.3685	7236.5995	7506.5565	8087.465	8853.494	9774.5835
178	Congo	-2.236	78.3165	374.8525	447.436	500.207	551.9075	614.696	686.9965	746.5375	803.7365	862.9595	945.763	979.0765	1071.148	1197.168	1180.3325	1284.131
180	Democratic Republic of the Congo	-0.8165	1407.2785	5974.6725	6761.2755	7895.037	8799.5715	10010.232	11098.5895	12521.0675	13452.8365	14762.113	15696.4455	17225.3415	17156.9055	18372.0485	20370.2265	21317.8295
226	Equatorial Guinea	0	58.9185	251.549	412.195	563.4735	684.563	884.067	1167.327	1371.967	1515.4165	1823.5285	2163.065	2473.5925	2645.5925	3188.714	3595.7915	4151.1175
266	Gabon	0.753	13.1325	51.1595	80.18	102.1545	123.2425	148.133	168.8705	185.638	218.69	233.098	249.5715	284.7985	319.488	344.033	396.8945	435.1535
678	Sao Tome and Principe	0	-1.2995	7.0385	11.9545	16.6885	21.584	27.9985	32.564	40.613	46.6745	50.184	56.6265	63.3435	69.024	70.282	82.459	89.445
912	Northern Africa	-61.2875	-643.7	4590.531	4833.567	5339.775	5808.904	6411.36	7008.4745	7469.6625	8048.016	8502.9565	8867.2765	9417.726	10008.5835	10168.502	10494.5805	11394.6905
12	Algeria	-5.399	363.4835	2052.9365	2380.459	2560.9065	2648.2935	2873.143	2905.2085	2880.2305	2917.143	3094.4005	3193.9	3207.601	3080.249	3121.9825	3095.5535	3221.716
818	Egypt	3.008	940.673	2315.0975	2606.192	2775.6845	2820.404	2987.0215	3108.944	3289.549	3322.0215	3435.386	3557.9575	3604.6555	3722.2975	3805.9975	3712.3975	3923.365
434	Libya	-0.347	313.492	1163.191	1240.722	1281.4065	1357.9515	1404.3685	1522.636	1587.249	1594.0565	1611.707	1651.7285	1640.6595	1770.719	1773.2315	1863.2655	1847.7815
504	Morocco	-17.737	-127.624	139.8035	191.5395	242.616	304.683	288.5535	341.1095	300.1585	320.177	316.873	329.042	366.6155	370.6445	365.056	349.3135	347.51
729	Sudan	-32.9665	-1076.523	4161.251	4422.1875	5032.2085	5508.094	5901.5725	6623.072	7171.9235	7924.6615	8114.416	8384.091	8948.261	9745.6105	9448.4885	9644.175	10447.972
788	Tunisia	-9.594	-6.143	290.3325	444.3995	538.306	628.796	711.897	773.502	795.6015	830.5975	849.2235	865.5825	855.4115	909.783	964.9065	940.1425	943.9765
732	Western Sahara	1.748	33.6235	83.5395	118.5445	143.9505	212.814	337.0885	457.633	440.5135	539.7165	666.467	852.0825	1015.9565	1191.447	1487.01	2005.3835	2146.5625
913	Southern Africa	188.968	2054.986	3367.123	3613.7535	3702.831	4057.4045	4214.294	4370.7715	4620.5055	4611.6135	4808.754	4965.855	5021.5255	5306.027	5490.6935	5619.433	5664.525
72	Botswana	-5.665	15.4245	234.3915	317.966	380.901	433.3625	486.116	507.6625	552.091	550.7795	556.6505	581.4805	607.603	652.42	626.4105	660.2315	685.36
748	Eswatini	-2.121	-6.597	72.1935	79.206	84.6975	88.683	93.3875	95.7405	94.542	91.682	96.883	99.2055	95.774	89.2895	97.2915	90.312	84.6385
426	Lesotho	-1.7245	-8.619	68.4875	110.824	146.117	185.715	220.043	255.3745	283.7985	312.656	368.123	375.393	366.5725	365.947	418.3165	434.216	473.5285
516	Namibia	13.528	153.2935	310.5465	340.232	362.537	394.554	454.7545	449.6235	493.022	529.527	547.3205	557.184	568.8715	607.1485	646.3745	669.1095	664.7015
710	South Africa	184.9505	2063.0665	3404.2805	3634.15	3667.648	4053.9555	4177.8015	4331.435	4523.8015	4585.088	4684.027	4851.145	4848.2725	5096.3645	5355.116	5376.5155	5372.5845
914	Western Africa	-19.4845	490.8075	3890.2585	4952.8725	5725.6685	6384.012	7018.349	7751.5585	8847.7265	9375.284	10799.288	11633.7855	12570.5835	13551.6435	13830.2625	16195.881	16652.9635
204	Benin	0.8645	154.978	569.7525	643.9	704.1125	772.1975	868.7015	961.585	971.969	1088.848	1162.9645	1231.9515	1246.551	1349.14	1359.3415	1506.1025	1561.9155
854	Burkina Faso	-2.8305	-50.807	182.7655	341.49	513.006	630.672	714.9565	846.401	941.826	1053.9155	1188.0475	1344.4445	1472.7795	1585.0235	1659.538	1649.2065	1723.8965
132	Cabo Verde	-1.681	-0.894	23.1865	37.294	48.615	58.879	72.1605	82.4725	85.082	93.0145	101.2625	105.7985	118.9745	128.061	149.4675	154.1655	156.3265
384	Côte d'Ivoire	-6.195	250.563	1337.8065	2045.1245	2747.785	3380.0765	4156.4325	4648.8235	5297.0545	6081.914	7039.611	8167.082	8914.736	9473.758	9806.633	11597.426	12543.3465
270	Gambia	-0.9745	-5.167	37.7805	67.9065	97.8145	121.1595	145.7915	165.826	189.6015	215.103	231.0705	263.78	291.077	293.182	312.0255	335.982	344.7225
288	Ghana	-0.1455	156.8585	801.4645	996.046	1112.5305	1276.3235	1409.5335	1531.5315	1630.975	1783.0855	1983.796	2172.532	2055.333	2041.294	2152.895	2182.795	2166.162
324	Guinea	-2.1825	128.9965	630.623	703.015	770.622	883.3205	907.2235	990.6715	1048.4595	1092.101	1196.259	1222.5655	1298.827	1293.4255	1300.431	1356.425	1416.6895
624	Guinea-Bissau	-0.697	66.732	349.637	430.846	522.8255	577.1655	633.649	678.726	715.8345	792.4015	862.5785	849.859	882.024	919.289	941.4575	1003.3025	1048.1765
430	Liberia	-5.0535	643.849	2470.195	2841.9865	3225.7195	3467.768	3760.304	3985.138	4529.1435	4666.8605	4982.562	5358.8515	5658.0465	5962.9575	6047.433	6203.7295	6373.522
466	Mali	-7.481	-82.0265	317.1885	576.6895	806.469	1043.2325	1301.12	1485.907	1587.3725	1792.206	2045.8325	2357.0965	2356.121	2456.712	2674.4625	2680.734	3000.8475
478	Mauritania	-0.7415	51.7345	172.434	188.181	215.853	242.92	273.7475	301.259	329.727	372.344	397.749	424.725	418.66	469.474	501.805	509.96	563.608
562	Niger	-2.201	20.47	84.6395	87.085	106.988	125.316	142.769	150.135	162.9305	195.01	206.343	225.8025	249.28	256.386	253.695	243.841	278.155
566	Nigeria	-7.2485	499.036	2785.4945	3430.475	3844.347	4293.642	4580.98	5439.0875	5497.8935	5998.8115	6268.78	6824.5125	7089.0885	7163.916	7141.5855	7949.6445	8236.1605
654	Saint Helena	0.0055	0.072	0.3535	0.474	0.5445	0.6115	0.683	0.704	0.7685	0.879	0.881	0.874	0.994	1.0025	1.087	1.147	1.255
686	Senegal	16.924	125.995	438.3235	678.852	888.4585	1108.36	1276.8425	1477.7975	1624.5915	1799.8835	1940.951	2169.0435	2282.264	2446.1045	2664.5715	2825.9485	3030.4095
694	Sierra Leone	0.646	277.4035	1082.848	1225.8395	1351.162	1505.892	1605.166	1674.563	1778.015	1819.453	1953.2485	2054.689	2048.051	2132.264	2121.6655	2230.831	2253.682
768	Togo	-0.493	247.0075	944.479	1093.1455	1170.252	1306.5885	1410.2535	1524.301	1644.2385	1838.2585	1946.479	2106.0585	2220.387	2350.533	2373.1105	2605.2045	2741.4095
935	Asia	-883.3095	-6129.36	6118.7775	8545.862	11394.4335	13098.031	14587.5105	17070.7035	18608.3145	20994.9875	23591.6655	26233.716	27843.2785	30775.53	33174.6575	34616.51	36504.2045
5500	Central Asia	26.5645	387.59	1708.53	2230.051	2571.068	3054.8305	3359.8645	3820.0355	4204.6495	4363.469	4829.7995	5202.605	5649.6365	6081.1175	6111.784	6647.3155	7403.794
398	Kazakhstan	-4.358	288.0115	1540.6465	2041.6375	2394.7205	2898.073	3202.918	3541.247	3894.9595	3965.2815	4322.951	4693.5525	4865.76	5302.9405	5240.258	5722.024	6137.372
417	Kyrgyzstan	27.352	170.963	424.1975	559.4505	583.281	633.914	675.0565	718.101	793.613	813.954	855.252	910.256	927.601	941.4745	1057.6995	1171.529	1143.8105
762	Tajikistan	-1.782	32.554	451.704	562.554	678.9175	772.202	788.526	873.8105	976.2505	961.599	1021.9575	1117.7755	1164.3515	1172.8785	1230.8245	1240.782	1302.8
795	Turkmenistan	9.9565	98.6015	157.052	168.419	179.845	197.7335	214.755	223.0415	239.3495	241.386	245.9685	233.62	243.208	247.2935	248.3995	250.8415	231.4185
860	Uzbekistan	-4.604	53.0315	526.786	817.7205	1044.317	1324.8115	1518.559	1733.2995	1869.463	2038.898	2290.664	2490.8795	2645.4455	2845.5685	3031.9655	3348.196	3681.4605
906	Eastern Asia	23.644	1618.956	8264.6905	8378.9185	8381.0975	7928.228	7974.0205	7577.329	7442.348	7317.334	7048.403	6773.912	6581.153	6196.938	5992.241	5913.137	5991.2855
156	China	-45.7885	555.925	6008.5155	5937.1755	5818.386	5587.317	5579.508	5246.8835	5001.923	4605.51	4352.5855	4127.572	3688.3365	3402.629	3174.5405	3000.5275	2793.553
344	China, Hong Kong SAR	-0.9	1309.726	4667.558	4606.9825	4775.5505	4883.042	4853.441	4760.688	4806.176	4650.4795	4826.4335	4640.4445	4557.022	4361.6805	4248.138	3913.4195	4228.349
446	China, Macao SAR	4.421	147.512	418.194	416.8055	427.8525	439.4585	442.498	440.192	452.8535	417.23	408.107	429.7555	416.828	387.8185	373.1855	390.233	378.048
158	China, Taiwan Province of China	-10.612	-67.7285	567.5975	606.3125	641.831	647.845	644.961	629.769	644.91	594.1995	615.2035	563.493	526.951	508.4925	485.9535	515.5085	465.7285
408	Dem. People's Republic of Korea	-0.7925	12.479	93.4975	123.621	146.427	160.6585	169.2605	181.203	180.711	178.6895	179.0555	174.424	174.2875	177.0415	172.925	176.9435	179.5215
392	Japan	21.0005	820.639	1866.212	1984.544	2027.7765	2015.38	1997.199	1982.58	1911.663	1901.174	1939.363	1836.616	1784.1825	1770.504	1779.4755	1719.113	1711.187
496	Mongolia	0	19.015	113.421	145.125	176.113	205.883	242.374	268.76	297.0765	302.09	342.2315	357.713	364.1575	364.296	384.847	393.8865	402.4215
410	Republic of Korea	56.3155	600.412	1807.1695	2101.641	2164.158	2115.0505	2201.589	2177.9365	2094.2055	1934.061	1829.1095	1741.395	1682.903	1652.1495	1553.8005	1496.3955	1369.63
5501	Southern Asia	-765.236	-10265.269	6717.6615	11805.7375	14957.94	15999.5725	18599.525	21275.7405	24194.291	25341.779	29112.2125	31108.206	33522.0685	36256.2895	39931.5375	40014.579	41967.8485
4	Afghanistan	71.817	1678.935	12524.7715	15856.1165	17737.7785	20105.2525	21429.1355	23788.089	25426.352	27901.939	30852.4705	33240.51	36547.3505	38703.0845	41274.5035	40936.408	43622.1405
50	Bangladesh	-501.261	-2657.683	1657.491	3281.002	4280.38	4820.8435	5239.2	5630.332	5972.1495	6124.194	6507.522	6943.333	6707.858	6699.573	6864.1315	6576.281	6509.137
64	Bhutan	0.1435	34.7255	129.6555	145.0385	146.645	148.8715	152.78	150.741	149.89	150.8375	151.024	144.651	146.169	147.853	136.595	128.399	123.726
356	India	-36.903	-2126.369	3651.032	4434.507	4688.7585	4878.5685	5217.3955	5197.8305	5349.8015	5303.174	5460.0615	5284.362	5461.956	5344.023	5027.26	5028.8255	5096.544
364	Iran (Islamic Republic of)	-90.34	2618.4395	5504.4455	5409.124	5811.369	5913.3295	5963.1385	6199.869	6242.7245	5895.746	5896.669	5752.984	5806.7985	5493.343	5471.107	5278.3465	5134.4025
462	Maldives	4.821	12.3165	30.3085	46.7885	53.16	60.129	66.685	78.202	89.7095	90.913	92.8155	96.804	102.2275	103.019	111.9	113.87	113.762
524	Nepal	81.0695	-851.883	713.9965	1531.0185	1759.938	1966.7955	2142.344	2234.9575	2219.203	2449.323	2575.448	2557.941	2638.562	2633.5875	2647.144	2652.6345	2558.545
586	Pakistan	-279.6455	-4055.3905	3942.266	7939.1015	9937.9415	11770.254	13586.739	15291.369	17781.4535	19028.6985	19087.839	20369.4035	21902.639	21962.817	23856.9165	24892.993	25623.28
144	Sri Lanka	-14.9375	53.8965	826.7125	1005.4715	1065.614	1129.2135	1172.307	1180.473	1175.0855	1221.8895	1214.9695	1272.3075	1181.0225	1202.3105	1213.3765	1138.97	1159.285
920	South-Eastern Asia	-77.9245	1233.375	4914.4825	6161.0315	6442.147	7018.047	7509.4895	7540.0275	8093.292	8402.792	8695.0055	8354.555	8516.094	9176.353	9348.409	9938.0335	9910.24
96	Brunei Darussalam	0.231	5.301	30.921	42.621	50.951	54.2535	56.847	58.534	60.122	62.1505	66.181	69.194	72.3055	71.0545	72.2705	77.372	79.222
116	Cambodia	0	422.2735	2439.5795	2849.35	3004.123	3355.642	3568.826	3536.111	3725.9725	3676.141	3923.314	4158.989	4091.85	4008.514	3961.4705	4065.7205	4488.848
360	Indonesia	-9.3715	124.9095	1211.35	1699.7405	2040.613	2259.716	2394.997	2535.3925	2737.65	2937.0495	3079.5335	3196.088	3371.975	3433.8425	3462.997	3536.486	3547.056
418	Lao People's Democratic Republic	-5.1525	-27.7045	83.3925	144.403	187.4695	224.3425	245.47	276.635	307.7075	337.4545	365.7425	375.2035	373.931	387.804	404.4455	411.9935	441.0865
458	Malaysia	50.9535	1043.9285	1835.0805	2197.185	2570.675	2859.789	3098.147	3469.114	3619.8475	3974.619	4408.9555	4365.948	4826.69	5080.315	5547.797	6097.5225	6223.8165
104	Myanmar	-33.1065	-96.101	344.776	557.0595	732.12	821.8155	866.814	977.163	1046.081	1092.7495	1080.2875	1045.036	1062.154	1057.69	1054.473	1085.273	1109.957
608	Philippines	-23.507	23.7835	3139.3455	4146.412	4488.624	4771.1615	5025.7815	5174.6445	5192.5155	5210.1165	5257.1375	5221.7345	5349.6735	5476.3785	5367.124	5344.8735	5148.9315
702	Singapore	-72.778	1233.957	973.857	1132.0165	1203.5785	1199.763	1295.741	1377.393	1382.669	1398.1505	1474.719	1450.2165	1517.5155	1517.0845	1513.259	1616.8645	1534.1615
764	Thailand	16.1385	197.011	782.1495	1084.4975	1162.639	1226.165	1279.919	1278.3535	1297.213	1271.885	1282.6405	1304.9135	1279.423	1205.583	1188.5635	1186.149	1195.139
626	Timor-Leste	1.8965	151.088	559.727	607.5425	673.912	721.4615	771.174	834.845	806.7655	832.4135	872.143	913.8035	957.266	932.4105	930.4945	897.884	941.035
704	Viet Nam	-3.2285	227.0165	1767.192	1938.4645	1904.7035	1982.184	2100.683	2093.4205	1970.916	1969.584	2017.4765	2011.852	2081.6585	2046.712	1910.7385	1892.878	1822.1495
922	Western Asia	-90.3575	7254.45	9749.39	9485.0355	10996.3095	11812.3415	12510.607	14339.93	15018.5875	15984.386	16044.322	16983.284	18080.135	19713.374	20094.354	21289.911	22581.5535
51	Armenia	-6.523	65.2135	17.61	120.9915	205.574	270.7585	319.4475	363.6775	406.3145	440.76	514.144	585.3075	626.288	660.763	739.6215	796.672	857.366
31	Azerbaijan	0.5365	-5.6145	238.424	221.3005	230.443	235.069	242.564	250.5665	251.1315	267.6475	261.114	263.463	259.969	249.3145	243.664	269.231	262.3655
48	Bahrain	-2.524	152.4835	423.967	463.8215	497.63	497.6055	512.074	534.9685	526.5305	539.488	560.1305	565.2225	564.6385	581.3755	579.545	579.1855	586.953
196	Cyprus	4.8265	56.1145	106.942	131.565	149.87	167.413	184.025	201.169	209.6325	233.425	245.478	247.6385	268.366	293.791	338.884	380.3445	411.1355
268	Georgia	-1.369	65.008	239.2415	332.4425	395.4275	462.1895	513.962	568.09	675.401	733.1905	806.6915	838.8205	926.0485	960.0095	976.237	1056.922	1273.7395
