country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
900	World	91823.936	92507.128	97371.459	97291.452	100187.854	101747.972	101759.013	106017.733	104644.163	101999.844	102378.083	100950.944	112038.714	119802.888	117292.2	117837.004	117232.95	116920.266	121825.89	122227.965	124135.907	123739.681	123554.018	123563.931	122709.409	121030.095	121322.351	120786.521	122140.645	125000.293	127446.984	129715.837	133206.504	131967.708	134365.258	136373.957	139301.162	141346.561	140985.956	142249.031	143461.425	138306.865	136591.255	135632.145	135142.908	134850.043	134321.023	133985.669	133857.525	134058.675	135758.482	135379.993	135396.478	135700.801	136596.328	137166.462	138469.296	139935.794	141758.72	142968.32	143354.237	143878.789	146054.881	145014.783	145268.255	144333.945	144854.1	143601.801	140332.732	138596.791	134719.611	133448.839	132475.391	132110.264
1834	Sub-Saharan Africa	8310.284	8505.194	8701.084	8907.831	9107.788	9317.466	9535.971	9761.802	9988.096	10216.175	10466.758	10727.818	11002.36	11275.103	11556.96	11849.841	12171.342	12485.562	12811.589	13150.331	13497.627	13873.636	14235.184	14605.733	15026.046	15455.547	15867.779	16295.389	16733.681	17216.683	17670.714	18105.617	18592.846	19107.405	19538.377	20003.33	20442.994	20915.467	21365.507	21810.559	22237.22	22693.296	23148.213	23649.09	24031.231	24713.731	25241.325	25705.464	26205.798	26871.664	27487.242	28090.914	28669.515	29302.251	29993.588	30737.648	31411.631	32029.477	32764.966	33337.692	33934.661	34510.58	35001.928	35460.582	35973.687	36344.181	36704.683	37127.979	37543.933	37964.747	38383.735	39005.03	39563.281	40139.221
1833	Northern Africa and Western Asia	4779.38	4916.175	5064.133	5197.363	5313.151	5403.19	5525.598	5589.567	5705.964	5849.92	5973.593	6131.743	6307.076	6416.388	6511.137	6588.833	6688.288	6787.331	6896.169	7020.921	7158.852	7299.973	7420.631	7524.468	7647.375	7784.199	7938.692	8084.587	8256.118	8458.698	8638.039	8802.531	8958.427	9117.887	9222.047	9334.507	9392.341	9431.719	9502.358	9518.433	9492.431	9493.966	9512.413	9516.398	9543.245	9501.32	9461.146	9517.133	9576.656	9613.391	9628.477	9661.891	9683.134	9801.904	9976.508	10165.55	10395.37	10643.956	10863.454	11087.147	11310.492	11505.407	11823.304	11998.98	12186.609	12266.797	12200.21	12210.732	11980.199	11824.821	11737.736	11603.735	11594.814	11764.184
1831	Central and Southern Asia	21403.47	21941.706	22529.443	23120.176	23701.149	24213.19	24720.666	25236.556	25685.668	26169.514	26761.743	27299.434	27846.366	28351.068	28864.466	29268.01	29652.929	30105.387	30551.603	30966.756	31494.215	32151.632	32713.86	33333.393	33941.925	34343.127	35113.582	35536.806	36140.943	36979.522	37950.252	38671.693	39319.936	39949.968	40672.223	41116.247	41740.391	41856.752	42078.168	42290.104	42368.482	42461.998	42427.744	42352.959	42406.903	42388.649	42331.552	42414.264	42537.394	42752.103	43172.319	43404.591	43209.355	42930.488	42678.017	42244.419	42050.393	41953.723	42042.342	42215.678	41987.659	41818.929	41682.476	41374.299	40517.96	40665.925	40688.658	39934.439	40123.738	39622.087	39081.337	39091.17	39141.419	39083.385
1832	Eastern and South-Eastern Asia	33449.85	33047.701	36686.962	35470.521	37093.124	37584.552	36434.024	39500.424	37084.406	33279.535	32510.408	30045.333	40355.868	47233.746	43992.951	44289.001	43116.535	41962.37	46103.919	45486.496	46209.867	44588.703	43682.935	42807.458	40570.57	37957.794	36795.759	35049.486	35095.285	36179.17	36802.973	37725.499	39700.014	37054.646	38235.482	39209.6	40867.201	42296.75	41249.356	42036.273	42904.713	37650.174	35985.73	35110.799	34444.354	33831.109	33062.601	32290.495	31569.587	31059.707	31696.802	30661.38	30334.425	30092.311	30282.373	30372.622	30772.209	31250.929	31786.5	32115.072	32048.401	32148.415	33627.92	32485.68	32848.988	31495.95	31969.199	31537.149	28248.071	27259.489	24218.744	22556.504	21417.501	20722.138
1830	Latin America and the Caribbean	7304.86	7491.622	7677.255	7866.05	8056.712	8246.046	8443.877	8637.209	8826.017	9021.964	9214.037	9397.352	9592.873	9771.375	9904.925	10002.701	10080.125	10153.578	10235.618	10347.179	10469.245	10597.976	10716.866	10838.502	10933.63	11050.709	11182.987	11313.399	11429.467	11530.095	11615.805	11720.65	11829.89	11903.542	11943.528	11983.059	12027.805	12006.374	11994.576	12003.492	11999.21	11992.908	11958.844	11979.477	11962.497	11939.205	11873.14	11839.594	11797.968	11713.22	11603.539	11471.965	11343.362	11202.884	11132.206	11069.698	10967.924	10894.513	10868.054	10843.675	10799.683	10790.123	10721.093	10678.003	10648.345	10542.289	10322.871	10238.395	10172.142	9957.406	9660.792	9541.936	9437.516	9354.81
1835	Oceania (excluding Australia and New Zealand)	111.115	114.786	118.225	121.739	124.578	128.04	131.085	134.347	137.188	139.8	142.703	145.426	148.902	151.278	154.153	156.693	159.644	161.932	164.588	167.312	169.634	171.777	173.686	174.757	175.92	177.778	179.813	181.653	183.307	185.062	187.362	190.494	193.814	198.172	201.726	205.187	208.221	211.479	214.856	217.371	220.516	223.021	226.994	231.992	235.921	240.104	245.598	251.004	256.355	262.607	268.127	273.484	278.355	283.341	287.535	291.961	296.741	300.845	305.513	308.939	313.533	317.162	320.504	323.355	326.434	327.744	328.945	329.21	330.463	330.574	331.652	331.446	331.463	329.697
1836	Australia/New Zealand	237.871	242.005	252.106	253.118	254.647	261.2	267.207	275.562	279.692	285.19	290.657	302.201	297.888	296.853	287.438	280.606	281.799	288.549	301.758	311.682	319.235	344.317	335.982	315.465	309.299	294.798	283.151	281.565	276.233	275.687	276.601	286.025	289.938	293.26	289.712	296.298	296.715	299.492	304.23	309.309	322.992	318.435	323.991	320.192	316.797	313.362	310.921	308.793	304.518	306.012	306.106	301.732	304.064	306.43	312.149	322.293	330.475	354.076	364.004	361.636	364.895	363.069	369.205	365.388	356.985	365.335	368.209	366.699	371.374	364.131	352.547	363.015	362.351	363.575
1829	Europe and Northern America	16227.106	16247.939	16342.251	16354.654	16536.705	16594.288	16700.585	16882.266	16937.132	17037.746	17018.184	16901.637	16487.381	16307.077	16020.17	15401.319	15082.288	14975.557	14760.646	14777.288	14817.232	14711.667	14274.874	13964.155	14104.644	13966.143	13960.588	14043.636	14025.611	14175.376	14305.238	14213.328	14321.639	14342.828	14262.163	14225.729	14325.494	14328.528	14276.905	14063.49	13915.861	13473.067	13007.326	12471.238	12201.96	11922.563	11794.74	11658.922	11609.249	11479.971	11595.87	11514.036	11574.268	11781.192	11933.952	11962.271	12244.553	12508.275	12763.887	12698.481	12594.913	12425.104	12508.451	12328.496	12409.247	12325.724	12271.325	11857.198	11562.812	11273.536	10953.068	10956.003	10627.046	10353.254
5502	Europe, Northern America, Australia, and New Zealand	16464.977	16489.944	16594.357	16607.772	16791.352	16855.488	16967.792	17157.828	17216.824	17322.936	17308.841	17203.838	16785.269	16603.93	16307.608	15681.925	15364.087	15264.106	15062.404	15088.97	15136.467	15055.984	14610.856	14279.62	14413.943	14260.941	14243.739	14325.201	14301.844	14451.063	14581.839	14499.353	14611.577	14636.088	14551.875	14522.027	14622.209	14628.02	14581.135	14372.799	14238.853	13791.502	13331.317	12791.43	12518.757	12235.925	12105.661	11967.715	11913.767	11785.983	11901.976	11815.768	11878.332	12087.622	12246.101	12284.564	12575.028	12862.351	13127.891	13060.117	12959.808	12788.173	12877.656	12693.884	12766.232	12691.059	12639.534	12223.897	11934.186	11637.667	11305.615	11319.018	10989.397	10716.829
