country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
1636	Land-locked Developing Countries (LLDC)	45.323	45.405	45.535	45.684	45.782	45.905	46.046	46.216	46.436	46.517	46.55	46.408	46.192	45.82	45.345	44.905	44.534	44.218	43.906	43.68	43.642	43.649	43.66	43.526	43.545	43.56	43.502	43.483	43.365	43.551	43.631	43.542	43.355	43.498	43.595	43.661	43.574	43.276	42.833	42.413	42.182	41.784	41.412	41.086	40.62	40.149	39.496	39.112	38.69	38.358	37.99	37.556	37.182	36.95	36.916	36.643	36.408	36.25	35.943	35.584	35.253	34.833	34.428	34.009	33.724	33.308	32.837	32.355	32.078	31.83	31.526	31.262	30.877	30.477
2087	LLDC: Africa	48.793	48.832	48.889	48.944	48.926	48.891	48.861	48.883	48.96	49.012	49.023	49.008	49.05	49.05	49.062	49.127	49.204	49.277	49.317	49.33	49.433	49.517	49.682	49.656	49.742	49.919	49.953	50.126	50.11	50.272	50.197	49.897	49.834	49.911	49.828	49.679	49.459	49.164	48.893	48.623	48.386	47.971	47.876	47.713	47.374	46.956	46.598	46.364	46.043	45.863	45.486	45.161	44.765	44.327	44.017	43.689	43.143	42.586	41.937	41.295	40.725	40.081	39.292	38.514	37.965	37.38	36.854	36.36	35.898	35.561	35.139	34.746	34.379	33.929
2088	LLDC: Asia	41.944	42.103	42.374	42.726	43.001	43.419	43.888	44.33	44.817	44.975	45.111	44.895	44.443	43.595	42.541	41.435	40.502	39.703	38.938	38.414	38.203	38.115	37.944	37.648	37.557	37.358	37.152	36.918	36.682	36.904	37.125	37.116	36.527	36.662	36.964	37.334	37.352	36.921	36.158	35.507	35.224	34.727	33.878	33.337	32.743	32.2	30.902	30.086	29.344	28.631	28.099	27.301	26.814	26.782	27.059	26.683	26.772	27.11	27.177	27.121	27.052	26.889	27.042	27.169	27.239	27.037	26.547	25.999	26.004	25.864	25.727	25.641	25.121	24.711
2089	LLDC: Europe	33.456	33.526	33.475	32.915	32.906	32.163	31.405	30.902	30.556	30.321	29.532	28.204	26.552	25.616	24.103	23.541	22.865	22.243	21.79	21.48	21.52	21.611	21.786	21.77	22.033	22.113	21.91	21.479	21.209	21.269	21.202	21.141	21.37	21.921	22.236	22.008	22.056	22.065	20.807	19.191	18.51	17.791	17.301	16.655	15.883	14.693	13.914	14.02	13.289	12.584	12.61	12.243	12.384	12.601	12.561	12.498	12.738	13.025	13.433	14.011	14.034	13.422	13.572	13.196	14.219	14.115	13.933	13.035	12.695	12.034	11.558	11.122	10.388	10.179
2090	LLDC: Latin America	43.515	43.46	43.369	43.391	43.377	43.431	43.386	43.424	43.412	43.416	43.405	43.347	43.291	43.228	43.022	42.694	42.327	41.963	41.59	41.163	40.725	40.323	39.832	39.579	39.322	38.984	39.005	38.851	38.641	38.525	38.491	38.468	38.197	37.931	37.704	37.289	37.069	36.755	36.479	36	35.478	35.044	34.259	33.469	32.79	32.122	31.544	30.751	30.152	29.59	28.744	27.934	27.259	26.756	26.359	26.003	25.862	25.468	25.188	24.892	24.511	24.236	24.014	23.732	23.536	23.298	22.991	22.644	22.31	21.957	21.652	21.406	21.132	20.794
1637	Small Island Developing States (SIDS)	40.777	40.526	40.339	40.257	40.253	40.274	40.251	40.116	40.06	39.997	40.011	39.773	39.676	39.557	39.023	38.317	37.437	36.374	35.536	34.816	34.142	33.649	33.069	32.358	31.548	30.571	29.933	29.204	28.534	28.329	28.034	27.931	28.268	28.222	28.003	27.86	27.62	27.592	27.781	27.515	27.288	26.581	26.096	25.618	25.139	24.705	24.261	24.007	23.481	23.323	22.995	22.472	22.176	21.799	21.376	21.003	20.617	20.476	20.485	20.461	20.257	20.144	19.831	19.479	19.247	18.974	18.592	18.281	18.044	17.72	17.432	17.144	16.908	16.709
2091	SIDS Caribbean	39.701	39.342	39.089	38.98	39.014	39.041	39.013	38.857	38.847	38.909	39.135	39.045	39.105	39.044	38.539	37.952	36.969	36.042	35.147	34.467	33.722	33.124	32.386	31.662	30.759	29.634	28.7	27.846	26.906	26.55	26.175	26.019	26.53	26.586	26.343	26.218	26.148	26.041	26.111	26.021	25.755	24.984	24.394	23.819	23.318	22.897	22.407	22.232	21.716	21.458	21.183	20.657	20.254	19.826	19.319	18.882	18.443	18.353	18.511	18.638	18.463	18.346	17.928	17.63	17.373	17.175	16.783	16.493	16.267	15.941	15.59	15.288	15.099	14.944
2092	SIDS Pacific	44.334	44.858	45.201	45.443	45.403	45.518	45.446	45.403	45.207	44.917	44.685	44.424	44.383	44.03	43.801	43.478	43.228	42.835	42.534	42.218	41.786	41.293	40.749	40.051	39.402	38.88	38.57	38.25	37.949	37.716	37.577	37.734	37.51	37.456	37.257	37.05	36.768	36.531	36.359	36.051	35.766	35.267	34.954	34.728	34.37	34.035	33.829	33.59	33.328	33.658	32.626	32.399	32.169	31.971	31.578	31.177	30.828	30.434	30.108	29.683	29.363	28.953	28.543	28.116	27.716	27.195	26.699	26.156	25.72	25.24	24.865	24.408	24.019	23.522
2093	SIDS Atlantic, Indian Ocean and South China Sea (AIS)	44.208	43.81	43.452	43.143	42.884	42.714	42.724	42.568	42.316	41.668	40.587	39.43	38.284	38.035	36.988	35.115	34.188	31.542	30.479	29.056	28.526	28.636	28.939	28.257	27.808	27.216	28.006	27.54	28.036	28.691	28.617	28.443	28.293	27.6	27.43	27.172	25.924	26.512	27.723	26.435	26.421	25.728	25.489	25.096	24.434	23.664	23.024	22.18	21.119	20.89	21.047	19.968	19.869	19.305	19.068	18.853	18.49	18.242	17.829	17.468	17.11	17.219	17.338	16.702	16.645	16.227	15.894	15.651	15.497	15.271	15.223	15.08	14.763	14.713
5503	High-and-upper-middle-income countries	33.001	32.541	34.19	33.003	33.452	33.239	32.175	33.271	31.5	29.233	28.552	27.153	31.627	34.274	31.981	31.268	30.039	28.952	30.168	29.384	29.194	28.005	26.984	26.117	24.94	23.552	22.831	21.947	21.686	21.874	21.87	21.9	22.336	21.099	21.204	21.281	21.603	21.789	21.122	20.997	20.904	18.832	17.982	17.387	16.932	16.539	16.128	15.746	15.407	15.084	15.118	14.615	14.378	14.234	14.254	14.213	14.276	14.354	14.451	14.396	14.249	14.141	14.451	14.004	14.042	13.545	13.536	13.241	12.304	11.874	10.934	10.5	10.082	9.819
5504	Low-and-Lower-middle-income countries	44.508	44.288	44.613	44.714	44.884	44.763	44.65	44.727	44.538	44.287	44.196	43.784	43.768	43.552	43.236	42.839	42.514	42.258	41.99	41.708	41.539	41.472	41.332	41.087	40.844	40.495	40.384	40.045	39.878	39.855	39.847	39.638	39.428	39.239	38.951	38.479	38.089	37.437	36.91	36.396	35.824	35.296	34.654	34.044	33.496	32.979	32.418	31.929	31.491	31.182	30.986	30.715	30.272	29.834	29.412	28.961	28.638	28.355	28.168	27.963	27.609	27.264	26.947	26.55	26.007	25.746	25.37	24.834	24.479	24.026	23.586	23.336	23.166	22.978
1503	High-income countries	23.616	23.102	22.85	22.505	22.413	22.282	22.208	22.121	22.044	21.899	21.639	21.449	20.979	20.786	20.548	19.996	18.967	19.328	18.76	18.575	18.437	18.149	17.431	16.97	16.756	16.25	15.981	15.832	15.611	15.667	15.618	15.375	15.203	14.815	14.597	14.438	14.229	14.141	14.192	14.081	14.096	13.828	13.568	13.198	12.948	12.65	12.529	12.365	12.214	12.085	12.126	11.84	11.64	11.597	11.578	11.518	11.68	11.758	11.771	11.567	11.418	11.235	11.184	10.946	10.947	10.856	10.76	10.491	10.229	9.933	9.585	9.555	9.348	9.137
1859	Low-and-middle-income countries	41.901	41.545	43.273	42.319	42.803	42.559	41.531	42.548	40.86	38.765	38.239	36.914	41.004	43.227	41.099	40.435	39.514	38.297	39.348	38.559	38.318	37.335	36.601	35.877	34.832	33.666	33.104	32.277	32.064	32.206	32.229	32.235	32.534	31.592	31.605	31.486	31.6	31.442	30.668	30.353	30.001	28.29	27.439	26.819	26.304	25.861	25.343	24.894	24.501	24.182	24.133	23.746	23.433	23.151	22.983	22.763	22.634	22.553	22.545	22.469	22.238	22.042	22.1	21.661	21.401	20.98	20.803	20.387	19.677	19.235	18.502	18.134	17.856	17.665
1517	Middle-income countries	41.523	41.245	43.071	42.02	42.511	42.241	41.152	42.194	40.391	38.19	37.621	36.22	40.564	42.919	40.653	39.943	38.95	37.633	38.764	37.927	37.672	36.632	35.847	35.11	34.009	32.766	32.171	31.284	31.055	31.178	31.188	31.203	31.542	30.528	30.542	30.408	30.531	30.368	29.543	29.213	28.835	27.006	26.094	25.414	24.862	24.369	23.819	23.351	22.943	22.594	22.547	22.147	21.824	21.527	21.349	21.116	20.978	20.893	20.892	20.824	20.587	20.397	20.484	20.029	19.767	19.317	19.137	18.677	17.89	17.394	16.579	16.166	15.855	15.641
1502	Upper-middle-income countries	39.692	39.219	42.136	40.288	41.037	40.689	38.884	40.696	37.734	34.042	33.085	30.896	38.57	42.941	39.226	38.328	36.885	34.824	37.032	35.801	35.496	33.71	32.451	31.294	29.522	27.599	26.591	25.274	24.964	25.195	25.187	25.332	26.051	24.339	24.577	24.74	25.291	25.573	24.515	24.352	24.177	21.221	20.079	19.368	18.808	18.362	17.807	17.316	16.883	16.466	16.493	15.887	15.631	15.439	15.475	15.443	15.46	15.538	15.673	15.685	15.537	15.461	15.933	15.387	15.439	14.757	14.786	14.477	13.235	12.743	11.537	10.922	10.41	10.125
1501	Lower-middle-income countries	44.026	44.009	44.345	44.379	44.518	44.352	44.234	44.226	43.995	43.779	43.662	43.219	43.17	42.889	42.528	42.066	41.664	41.326	41.043	40.728	40.539	40.482	40.319	40.125	39.882	39.493	39.387	38.997	38.812	38.736	38.7	38.483	38.293	38.074	37.753	37.204	36.767	36.036	35.447	34.883	34.231	33.652	32.937	32.225	31.62	31.009	30.401	29.89	29.443	29.101	28.911	28.658	28.203	27.737	27.28	26.788	26.441	26.143	25.962	25.776	25.413	25.074	24.763	24.363	23.778	23.516	23.115	22.492	22.09	21.558	21.054	20.779	20.603	20.407
1500	Low-income countries	47.559	46.069	46.34	46.874	47.257	47.438	47.359	48.001	48.091	47.625	47.712	47.502	47.707	47.918	47.897	47.921	48.087	48.355	48.161	48.078	48.014	47.859	47.847	47.259	46.998	46.901	46.743	46.725	46.652	46.944	47.137	47.034	46.706	46.702	46.604	46.611	46.511	46.346	46.191	45.957	45.871	45.627	45.368	45.277	44.984	44.945	44.559	44.101	43.617	43.397	43.071	42.6	42.096	41.679	41.328	40.968	40.629	40.28	39.92	39.478	39.046	38.534	38.067	37.581	37.149	36.784	36.407	36.147	35.862	35.613	35.293	34.985	34.663	34.334
1518	No income group available	46.714	47.127	47.386	47.49	47.477	47.389	47.202	47.073	46.752	45.642	44.945	44.124	43.429	42.715	41.989	41.266	40.525	39.762	39.014	38.257	37.5	36.736	36.131	35.715	35.302	35.024	34.712	34.452	34.172	33.87	33.435	32.951	32.41	31.951	31.545	31.147	31.025	30.645	30.163	29.581	28.976	28.35	27.702	27.09	26.509	25.959	25.482	25.052	24.63	24.226	23.675	23.585	23.261	22.915	22.396	22.346	22.079	21.492	21.042	20.545	20.266	20.184	19.926	19.461	19.043	18.592	18.251	17.919	17.321	16.304	15.556	15.229	15.027	15.08
903	Africa	47.76	47.896	47.986	48.084	48.08	48.062	48.029	47.996	47.955	47.864	47.811	47.766	47.741	47.645	47.51	47.353	47.301	47.197	47.089	46.999	46.915	46.892	46.795	46.644	46.599	46.545	46.428	46.296	46.136	46.037	45.861	45.571	45.342	45.155	44.712	44.332	43.841	43.394	42.948	42.453	41.922	41.524	41.101	40.692	40.18	40.027	39.695	39.331	39.021	38.898	38.718	38.53	38.291	38.142	38.036	37.992	37.849	37.658	37.545	37.267	37.013	36.682	36.322	35.888	35.482	34.966	34.334	33.832	33.166	32.615	32.136	31.754	31.426	31.108
910	Eastern Africa	48.285	48.423	48.567	48.698	48.743	48.788	48.864	48.981	49.086	49.167	49.194	49.199	49.243	49.251	49.217	49.229	49.273	49.237	49.194	49.157	49.198	49.231	49.208	49.124	49.215	49.303	49.297	49.367	49.282	49.324	49.251	49.011	48.8	48.621	48.369	48.157	47.811	47.495	47.22	46.864	46.525	46.168	45.859	45.472	45.144	44.953	44.741	44.508	44.246	43.969	43.549	43.199	42.797	42.342	42.042	41.668	41.107	40.547	40.008	39.432	38.794	38.054	37.26	36.592	36.071	35.512	35.123	34.774	34.472	34.215	33.864	33.504	33.107	32.652
108	Burundi	51.98	51.195	50.442	49.929	49.321	48.833	48.29	47.782	47.431	47.139	46.891	46.414	46.95	46.758	46.35	47.345	47.145	47.532	47.604	48.021	47.734	47.892	48.803	46.648	47.063	47.934	47.976	48.06	48.498	49.511	48.377	51.228	50.089	50.114	49.34	49.096	48.376	47.957	47.855	47.42	46.911	46.481	45.686	48.909	37.461	44.965	44.757	42.237	41.389	42.211	42.726	43.035	44.042	44.528	45.29	46.154	46.575	46.726	46.656	46.489	46.963	45.978	44.758	43.899	42.901	42.257	40.096	38.618	37.215	36.579	35.855	35.06	34.306	33.667
174	Comoros	44.976	45.534	46.635	47.509	48.199	48.711	49.053	49.163	49.241	49.343	49.392	49.37	49.283	48.98	48.719	48.538	48.31	47.848	47.608	47.354	47.197	46.952	46.796	46.658	46.538	46.477	46.487	46.444	46.561	46.732	46.81	46.901	46.891	46.748	46.639	46.366	46.032	45.609	45.007	44.424	43.716	43.012	42.291	41.008	39.747	38.854	38.124	37.252	36.417	35.731	35.359	35.089	34.744	34.459	34.333	34.445	34.3	34.137	34.099	34.279	34.437	34.512	34.241	33.856	33.322	32.78	32.093	31.35	30.91	30.447	29.985	29.498	29.062	28.653
262	Djibouti	45.262	45.467	45.673	45.915	46.114	46.279	46.415	46.508	46.704	46.793	46.897	46.925	46.907	46.89	46.91	46.876	46.988	46.959	46.96	46.562	46.489	46.222	45.822	45.339	44.681	43.944	43.282	42.747	42.378	42.158	41.991	41.801	41.525	41.16	40.614	40.008	39.484	39.066	38.754	37.856	37.2	37.804	39.873	37.125	37.197	35.893	34.789	33.653	33.47	33.531	33.459	33.267	33.006	32.678	31.601	30.568	29.391	28.485	27.554	26.905	26.291	25.657	25.061	24.592	24.094	23.567	23.061	22.703	22.313	21.913	21.578	21.308	21.032	20.769
232	Eritrea	44.441	44.867	45.351	45.77	45.986	46.196	46.429	46.933	47.344	47.761	47.729	47.773	48.005	47.904	47.895	47.834	47.722	47.594	47.337	47.029	46.977	46.603	46.224	45.958	45.877	45.826	45.716	45.44	45.137	44.928	44.782	44.758	44.799	44.951	44.89	44.827	44.696	44.492	44.337	43.908	43.316	46.07	42.304	40.853	42.145	39.469	43.277	41.218	39.91	38.424	37.969	36.353	37.081	35.894	37	36.369	36.179	34.965	34.136	34.213	33.453	33.032	32.41	31.702	31.456	30.554	30.092	29.551	29.195	29.119	28.872	28.818	28.675	28.544
231	Ethiopia	45.223	45.479	45.766	46.083	46.311	46.449	46.591	46.869	47.269	47.603	47.871	48.131	48.453	48.717	49.048	49.273	49.508	49.595	49.544	49.561	49.732	49.863	49.963	50.121	50.371	50.63	50.719	51.24	50.99	51.291	51.435	50.33	50.818	51.098	51.382	51.561	51.498	51.181	50.929	50.815	50.789	50.248	50.396	50.063	49.627	49	48.551	47.862	46.985	46.393	45.59	44.987	44.264	43.334	42.712	42.104	41.086	40.054	38.886	37.538	36.571	35.671	34.563	33.644	33.408	33.331	33.329	33.222	33.394	33.549	33.31	32.876	32.413	31.903
404	Kenya	49.337	50.54	51.594	52.53	53.175	53.802	54.538	55.128	55.408	55.383	55.184	55.385	55.377	55.289	55.117	54.922	54.628	54.055	53.519	53.059	52.54	52.224	51.513	50.805	50.2	49.825	49.593	49.151	48.855	48.561	48.211	48.176	47.793	47.356	47.16	46.86	46.647	46.294	45.598	44.888	43.93	43.051	42.078	41.417	40.862	40.831	40.632	40.541	40.617	40.327	40.238	40.188	39.938	39.459	39.1	38.783	38.492	38.299	37.851	37.169	36.266	35.009	33.674	32.427	31.542	30.908	30.202	29.602	29.037	28.226	27.782	27.611	27.342	27.106
450	Madagascar	49.778	49.609	49.455	49.361	49.192	48.936	48.787	48.54	48.363	48.034	47.641	47.067	46.507	45.99	45.675	45.578	45.658	45.861	46.147	46.457	46.826	47.211	47.359	47.387	47.364	47.368	47.355	47.362	47.371	47.218	46.814	46.205	45.908	45.463	45.154	44.813	43.984	43.762	43.805	43.85	44.106	44.089	43.945	44.096	44.248	44.481	44.55	44.415	44.078	43.151	42	41.116	40.202	39.513	38.976	38.446	38.007	37.754	37.537	37.396	36.746	35.751	35.061	34.672	34.18	33.771	33.613	33.592	33.651	33.594	33.31	32.911	32.498	32.095
454	Malawi	49.47	49.989	50.446	50.848	50.812	51.377	51.94	52.421	52.909	53.385	53.727	53.968	54.176	54.377	54.185	54.109	54.256	54.276	54.364	54.137	53.96	53.695	53.463	53.201	52.891	52.719	52.572	52.365	52.356	52.435	52.705	52.377	52.031	51.389	50.756	50.356	49.787	48.606	48.754	48.451	48.437	48.393	48.062	48.409	48.413	46.836	46.213	46.002	45.856	45.416	44.572	44.179	43.955	43.907	43.965	44.003	43.755	43.274	42.564	41.745	40.686	39.69	38.564	37.722	36.503	35.296	34.225	33.682	33.227	32.902	32.536	32.066	31.738	31.381
