country_code	country	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	last.observed
901	More developed regions	63.0519	63.2366	64.4645	65.1033	65.955	66.6155	67.3877	67.4697	68.4078	68.6362	68.9617	69.4261	69.4056	69.6394	70.1649	70.1938	70.3781	70.5492	70.3964	70.3492	70.6393	70.9242	71.1263	71.2709	71.5279	71.6351	71.7994	72.0738	72.1694	72.3675	72.4033	72.671	73.0108	73.0467	73.2158	73.3813	73.8494	74.0959	74.1497	74.2854	74.3147	74.3661	74.2308	73.7741	73.8107	73.9339	74.4467	74.9234	75.1505	75.0132	75.192	75.3791	75.4266	75.5049	75.9519	76.0414	76.5556	76.8929	77.1291	77.5422	77.6946	78.1168	78.3164	78.5722	78.7784	78.8228	79.08	79.2555	79.3511	79.5444	78.3883	77.8268	78.8752	79.8777	2023
902	Less developed regions	41.1491	42.0572	43.1886	43.8392	44.7105	45.2869	45.8185	46.2609	46.7053	44.2722	42.1781	44.9808	48.5538	49.2051	49.8027	49.5869	50.3115	50.9201	51.7101	52.2537	52.5467	52.1936	53.662	54.2595	54.6658	54.9294	55.2972	55.9466	56.4012	57.1663	57.6225	58.0922	58.5456	58.8065	59.2088	59.6265	60.1441	60.6375	60.8879	61.3722	61.6082	61.7652	62.0997	62.4609	62.3192	63.0263	63.3065	63.6186	63.8221	64.2368	64.6673	65.0137	65.3951	65.7786	66.0554	66.512	66.9309	67.3427	67.6149	67.9723	68.4316	68.7194	69.1821	69.5086	69.7767	70.0346	70.2966	70.5022	70.879	71.1054	70.5423	69.3931	71.3377	71.7284	2023
941	Least developed countries	36.4666	36.9301	37.4199	37.857	38.3468	38.8143	39.2183	39.0942	39.4531	40.4919	40.8467	41.2508	41.7039	41.8871	42.4836	42.5723	42.9529	43.5614	43.912	44.2322	43.0719	38.5173	44.6268	45.244	45.2756	43.8358	44.4595	44.9084	45.2743	47.2828	47.7476	48.0438	48.2869	47.4922	47.4579	47.8487	48.6863	49.4648	49.4799	50.3553	50.4535	49.9816	50.5142	51.2476	49.2427	52.347	52.6442	53.1132	53.0145	53.9727	54.8503	55.447	56.01	56.6797	57.2389	57.848	58.5627	59.1806	59.4121	59.6763	60.5691	60.8832	61.8294	62.3627	62.5237	62.8843	63.2916	63.5833	64.3312	64.6371	64.5925	64.0039	65.2353	66.3514	2023
934	Less developed regions, excluding least developed countries	41.8909	42.8543	44.0682	44.7413	45.6638	46.2517	46.8038	47.3328	47.7951	44.8364	42.4005	45.575	49.6444	50.3449	50.9281	50.6586	51.4451	52.0643	52.9306	53.5174	54.0682	54.5628	55.1239	55.7358	56.2378	56.8339	57.1751	57.8871	58.3778	58.9383	59.4056	59.9057	60.3896	60.885	61.3735	61.7998	62.2429	62.6581	62.9789	63.3676	63.6336	63.9562	64.2659	64.5677	64.8122	65.0802	65.3809	65.6807	65.9675	66.2726	66.6224	66.9207	67.2694	67.6027	67.8236	68.2492	68.6088	68.9756	69.2564	69.6343	69.9988	70.3072	70.6423	70.9283	71.2386	71.4909	71.737	71.9496	72.244	72.4748	71.817	70.6093	72.7172	72.9367	2023
948	Less developed regions, excluding China	40.0915	41.0435	42.2727	42.928	43.806	44.4484	44.9965	45.3696	45.8574	46.5493	46.9864	47.4081	47.8647	48.2654	48.7192	48.0751	48.8326	49.4281	50.1932	50.6124	50.667	49.8471	51.6188	52.1604	52.5321	52.75	53.2645	53.8253	54.2895	55.1494	55.5879	56.0279	56.4313	56.6771	57.0601	57.4573	57.969	58.433	58.654	59.1616	59.377	59.524	59.8736	60.2489	59.9808	60.7835	61.0383	61.3522	61.5374	61.9893	62.4501	62.8094	63.2127	63.6178	63.8836	64.3715	64.8123	65.2258	65.5602	65.8846	66.3703	66.6945	67.1676	67.5284	67.8017	68.0842	68.3494	68.6246	68.9979	69.2447	68.4711	66.9876	69.6004	70.2206	2023
1636	Land-locked Developing Countries (LLDC)	39.09	39.5181	39.9524	40.3549	40.7479	41.1599	41.5666	40.7127	41.0643	42.6672	43.0858	43.5205	43.8856	44.1261	44.6824	44.7821	44.4935	45.2395	45.5001	45.6754	45.9316	46.2158	45.6929	46.5668	46.5574	46.7963	47.5772	47.8952	48.0738	48.4288	48.8674	49.2896	49.4758	48.0405	47.8577	48.5003	49.3781	50.5769	50.0607	51.5171	51.3585	51.6754	51.2534	51.2384	47.032	52.1588	52.3048	52.5228	52.0214	53.3174	53.9703	54.4236	55.0584	55.7593	56.4748	57.0963	57.8042	58.5536	59.3532	58.7388	60.7308	61.4332	62.0624	62.5892	62.5213	62.8923	63.2549	63.5509	64.6194	64.7238	64.5213	63.8084	65.0997	66.5899	2023
2087	LLDC: Africa	36.3906	36.7795	37.1367	37.4981	37.8639	38.2288	38.5885	36.8889	37.0726	39.4523	39.8345	40.2521	40.5774	40.7408	41.4084	41.3281	40.609	41.6426	41.8756	41.9614	42.1741	42.4306	41.3227	42.5433	42.3052	42.4551	43.4816	43.7312	43.9453	44.5025	44.8675	45.2372	45.5748	43.0395	43.1904	43.8782	44.1838	45.7097	44.7027	46.4292	46.1081	46.5366	46.0208	45.7443	39.5157	46.8709	47.024	47.2749	46.5381	48.2071	49.0612	49.5547	50.3504	51.1708	52.0687	52.8657	53.7452	54.6887	55.6409	54.505	57.3348	58.2095	58.9781	59.5947	59.3761	59.8921	60.232	60.6155	62.1224	62.1798	62.8848	62.1521	62.4614	64.4775	2023
2088	LLDC: Asia	41.7212	42.2269	42.6589	43.0698	43.4274	43.9133	44.3349	44.7574	45.261	45.7248	46.1812	46.634	47.1025	47.4313	47.8627	48.2289	48.5965	48.9676	49.3193	49.6999	50.0723	50.4584	50.8523	51.2391	51.6514	52.0471	52.4317	52.8945	52.9755	53.0099	53.6221	54.2171	54.329	54.9455	54.0586	54.6328	56.6919	57.2174	57.8643	58.8087	58.9976	59.2343	59.1128	59.6328	59.6756	60.0604	60.3207	60.6448	60.7589	61.4156	61.791	62.3141	62.7478	63.2534	63.6843	64.0644	64.5002	64.9526	65.5667	66.0166	66.4227	66.8809	67.2873	67.6924	67.9889	68.113	68.5991	68.7977	69.021	69.2896	68.0189	67.6292	70.1978	70.5913	2023
2089	LLDC: Europe	52.7064	52.2544	54.0761	54.7029	55.9524	56.2234	57.6807	57.202	59.0155	59.0828	59.6722	60.3608	59.8314	60.7021	60.8576	61.4094	61.8768	62.0955	62.5136	62.4877	62.9662	63.2606	63.6202	64.246	64.4572	64.6754	65.0663	65.3764	65.8012	66.0802	66.3232	66.724	67.0295	67.2153	67.5567	67.89	68.2885	68.7076	68.9025	69.0764	68.9624	68.8191	68.1119	68.165	67.8385	67.9131	67.9752	68.157	68.3963	68.8238	69.1158	69.3839	69.4053	69.5767	69.7668	69.9683	70.1969	70.3722	70.8266	71.1342	71.6583	71.9033	72.0066	72.1703	72.1637	72.091	72.134	72.4635	72.6201	72.5687	71.584	70.5697	73.4305	73.3998	2023
2090	LLDC: Latin America	46.0902	46.3238	46.4264	46.7477	46.9787	47.1969	47.4375	47.6636	47.9434	48.2285	48.5462	48.8388	49.1933	49.5153	49.8417	50.2073	50.5332	50.8632	51.1937	51.4662	51.7683	52.0616	52.3367	52.7005	53.0851	53.5666	54.0868	54.4539	54.8571	55.323	55.7828	56.2227	56.5329	56.8949	57.3993	57.7969	58.2377	58.7985	59.3093	59.826	60.4066	60.9536	61.3812	61.9745	62.49	62.9224	63.3449	63.7281	64.1193	64.4802	64.8169	65.2086	65.6321	65.9558	66.2713	66.5894	66.8922	67.2366	67.5518	67.8672	68.1854	68.4518	68.7645	68.9597	69.1404	69.3249	69.4722	69.5645	69.7355	69.8335	65.9846	63.6823	69.1435	70.4185	2023
1637	Small Island Developing States (SIDS)	48.8946	49.0679	50.2208	50.9906	51.6871	52.4275	53.0267	53.6449	54.1798	54.7663	55.3332	55.8221	56.36	56.323	57.1817	57.4344	58.1284	58.5614	58.929	59.2877	59.6868	60.1132	60.4477	60.7717	61.1086	60.8277	61.1733	61.3732	61.461	61.6804	62.2935	62.6031	62.9963	63.3136	63.6276	63.7974	64.0547	64.3838	64.6356	65.0542	65.3297	65.5712	65.7905	65.9688	66.1554	66.425	66.7191	67.0417	67.14	67.4944	68.2075	68.5253	68.834	69.1475	68.9629	69.4744	69.6862	69.8865	70.1277	70.3893	66.8337	70.9031	71.2258	71.4626	71.5533	71.6727	71.6704	71.7806	72.0323	72.0847	71.7761	69.8938	72.1257	72.7255	2023
2091	SIDS Caribbean	50.8488	51.4366	52.1545	53.0057	53.6646	54.3563	54.906	55.4916	56.0017	56.587	57.1596	57.6247	58.2071	58.034	59.0541	59.1597	59.923	60.3601	60.6813	61.0035	61.3397	61.7733	62.0516	62.3364	62.6448	62.9415	63.1942	63.459	63.6604	63.7825	64.1266	64.3895	64.7469	65.0402	65.2669	65.3897	65.6682	65.9211	66.139	66.2686	66.5275	66.762	66.9357	67.0961	67.2868	67.6261	67.9319	68.334	68.5689	68.9619	69.2119	69.5714	69.9582	70.3097	69.9238	70.5954	70.7575	70.9284	71.1218	71.355	65.7034	71.7476	72.1135	72.3123	72.3275	72.3844	72.2615	72.3188	72.6019	72.5738	72.2135	69.8851	72.638	73.1334	2023
2092	SIDS Pacific	40.1971	38.3824	41.5493	42.2045	42.8449	43.5335	44.0897	44.829	45.4533	46.0104	46.6173	47.2059	47.624	48.4161	48.9297	49.6521	50.1989	50.8085	51.4038	51.9418	52.5222	53.0014	53.5577	53.9973	54.0483	51.2299	52.1962	52.3401	52.1631	52.7845	54.6464	55.0995	55.5688	55.9828	56.6837	56.9559	57.2217	57.723	57.9804	59.891	60.0603	60.235	60.613	60.8866	61.2021	61.2953	61.5122	61.7496	61.2334	61.3919	63.4127	63.4963	63.4497	63.6047	63.7372	63.863	64.0408	64.207	64.4816	64.6544	64.9746	65.2451	65.343	65.656	65.8722	66.0895	66.304	66.5273	66.685	66.862	66.6452	65.8132	66.9927	67.6723	2023
2093	SIDS Atlantic, Indian Ocean and South China Sea (AIS)	46.815	47.324	48.2038	48.6626	49.6638	50.7673	51.7305	52.4175	53.0158	53.6699	54.1846	54.7157	55.1582	54.8585	55.222	55.7111	56.191	56.3891	56.7299	57.0579	57.5959	57.9005	58.2692	58.6527	59.5126	59.4181	59.4759	59.4856	59.4615	59.7347	60.0908	60.5345	61.0453	61.3982	61.6741	62.0293	62.1697	62.6953	63.1916	63.4432	63.9723	64.4154	64.7673	65.048	65.1401	65.3956	65.7871	65.8461	66.2306	66.6926	67.5655	68.0046	68.4557	68.8248	69.2261	69.6403	70.2567	70.7254	71.159	71.7529	72.2121	72.7147	73.1884	73.5374	73.9185	74.2258	74.5482	74.9	75.1463	75.4395	75.3437	74.8645	75.3395	76.2853	2023
5503	High-and-upper-middle-income countries	51.0194	51.6973	52.781	53.3926	54.2433	54.7821	55.4012	55.7652	56.4208	52.5472	49.4252	53.579	58.3294	58.7043	59.2644	59.1197	59.8872	60.5832	60.8835	61.2785	61.8008	62.4557	62.9844	63.5109	64.0343	64.4873	64.7557	65.5076	65.8997	66.3364	66.6112	67.0493	67.4748	67.8084	68.1816	68.4722	68.9402	69.2756	69.4662	69.7603	69.9377	70.2638	70.5092	70.569	70.7858	71.0971	71.5376	71.9372	72.2262	72.348	72.6457	72.9413	73.1483	73.3506	73.5842	73.972	74.3671	74.7213	74.9221	75.3443	75.5915	75.9139	76.1855	76.4484	76.6964	76.8489	77.0453	77.1807	77.4468	77.6459	76.7982	76.2429	77.3511	77.7818	2023
5504	Low-and-Lower-middle-income countries	39.2196	40.0303	41.0758	41.6473	42.4694	43.082	43.5673	43.856	44.3188	45.0044	45.366	45.729	46.1338	46.4868	46.9077	46.5218	46.8836	47.2158	48.0858	48.4837	48.4438	47.1369	49.2918	49.8485	50.197	50.3023	50.8489	51.3965	51.8538	52.837	53.3503	53.7695	54.1788	54.3325	54.6755	55.094	55.62	56.1266	56.3644	56.8801	57.0544	57.1081	57.4217	57.7719	57.3206	58.291	58.5374	58.8719	59.0596	59.6055	60.1181	60.5209	60.971	61.4554	61.8521	62.2592	62.7561	63.2053	63.5405	63.8688	64.4219	64.7499	65.2497	65.6242	65.8945	66.1977	66.5404	66.823	67.2111	67.4852	66.9999	65.4311	68.1106	68.6631	2023
1503	High-income countries	61.8331	62.7139	64.449	65.0787	66.093	66.5334	66.6869	66.8222	67.5868	67.8832	68.1063	68.561	68.5713	68.7555	69.2808	69.3698	69.5688	70.0331	69.9037	69.9777	70.3536	70.6925	70.9529	71.1421	71.5093	71.784	72.0561	72.4484	72.6175	72.9644	73.0014	73.382	73.7198	73.7923	74.1512	74.2118	74.4704	74.7613	74.9011	75.1251	75.2925	75.4853	75.7588	75.8099	76.1043	76.2196	76.5522	76.8883	77.0947	77.2623	77.6121	77.8891	78.0373	78.1516	78.6173	78.7007	79.0511	79.2482	79.4239	79.7202	79.9318	80.093	80.2285	80.427	80.6406	80.5599	80.7397	80.7696	80.898	81.0956	80.1788	79.9411	80.4019	81.4353	2023
1859	Low-and-middle-income countries	42.3318	43.0855	44.0826	44.7172	45.5521	46.1598	46.7931	47.1948	47.6855	45.2607	43.2013	45.9776	49.4617	50.092	50.6639	50.397	51.0893	51.5993	52.3595	52.8431	53.105	52.7537	54.1711	54.7428	55.1201	55.335	55.6727	56.2809	56.7005	57.403	57.841	58.2746	58.7283	58.9722	59.3212	59.7533	60.3393	60.8156	61.028	61.4743	61.6524	61.756	61.9628	62.1355	61.921	62.6056	62.9305	63.2736	63.4859	63.8148	64.1995	64.5299	64.8718	65.2486	65.5455	65.9951	66.466	66.9145	67.2047	67.5919	68.034	68.3828	68.8581	69.1984	69.4678	69.7401	70.0245	70.2587	70.6169	70.8457	70.2154	69.0267	71.0722	71.474	2023
1517	Middle-income countries	43.2885	43.9131	44.7078	45.3031	46.1192	46.7356	47.3851	47.8745	48.3779	45.6413	43.4038	46.3784	50.1237	50.7766	51.3504	51.043	51.8025	52.2951	53.0933	53.5978	53.8564	53.4518	55.0377	55.5981	56.0223	56.2489	56.5615	57.2103	57.6698	58.4178	58.8743	59.3313	59.8211	60.2612	60.6798	61.1077	61.6347	62.0227	62.3026	62.6514	62.8562	63.0298	63.2744	63.3752	63.5398	63.8648	64.2265	64.5767	64.8831	65.1181	65.4511	65.764	66.0967	66.4194	66.695	67.1371	67.5758	67.9998	68.2503	68.7467	69.0589	69.4991	69.889	70.2073	70.525	70.8093	71.0905	71.3481	71.6277	71.8616	71.1464	69.9191	72.1345	72.386	2023
1502	Upper-middle-income countries	45.4322	46.0937	46.9814	47.648	48.4808	49.0944	49.9043	50.4164	50.9793	45.7157	41.6003	46.5579	53.1323	53.8115	54.4218	54.2525	55.3159	56.0781	56.6868	57.2604	57.8505	58.6374	59.2948	59.986	60.5377	61.0438	61.305	62.1489	62.6427	63.1002	63.5078	63.9784	64.4602	64.9284	65.3032	65.744	66.3409	66.7021	66.9234	67.2526	67.4347	67.782	67.978	68.0341	68.1878	68.6033	69.0915	69.5085	69.8309	69.931	70.1848	70.4739	70.7067	70.9514	71.0767	71.5889	71.9828	72.4004	72.6168	73.0789	73.3493	73.741	74.0892	74.3797	74.6384	74.9065	75.1029	75.2946	75.6241	75.8229	75.0315	74.338	75.7306	75.8812	2023
1501	Lower-middle-income countries	40.7796	41.3364	41.9591	42.4424	43.2255	43.8586	44.3491	44.8092	45.2864	45.8152	46.17	46.5421	46.9623	47.3373	47.749	47.26	47.7005	47.9536	48.9212	49.3425	49.2374	47.6442	50.2647	50.7827	51.199	51.2818	51.7946	52.3854	52.907	54.0136	54.5626	55.0204	55.4954	55.9784	56.4512	56.8504	57.2545	57.6142	57.9567	58.3109	58.5269	58.6645	59.0422	59.2658	59.5007	59.7742	60.0518	60.3774	60.7142	61.1201	61.5458	61.9217	62.3665	62.7637	63.1376	63.5158	63.958	64.3619	64.6334	65.1359	65.4807	65.9437	66.3198	66.662	67.0069	67.3283	67.6702	67.9882	68.2475	68.5254	67.9056	66.1859	69.2504	69.5854	2023
1500	Low-income countries	31.21	33.0151	36.044	37.0318	38.0213	38.4836	38.9121	38.2601	38.6255	40.1355	40.5319	40.845	41.1678	41.4082	41.8903	42.0954	42.0484	42.8351	43.201	43.4998	43.8402	44.1795	43.7708	44.5431	44.5675	44.8108	45.5278	45.8575	45.9815	46.3478	46.6823	46.8663	46.8923	45.4904	45.2005	45.7331	46.8506	48.0486	47.9042	49.187	49.212	48.9484	49.0088	50.024	46.3373	50.7878	50.9639	51.408	50.9393	52.152	53.1451	53.6843	54.1838	55.1324	55.6751	56.2505	57.0514	57.7508	58.4103	57.9787	59.534	59.3977	60.3636	60.8942	60.9	61.1625	61.5613	61.7655	62.7091	63.0385	63.267	62.779	63.4802	64.9377	2023
1518	No income group available	51.0745	51.919	52.6232	53.3275	54.0264	54.6995	55.4204	56.1293	56.8494	57.583	58.267	58.9988	59.5475	60.3737	61.0326	61.7624	62.7351	63.3834	63.7325	63.6644	64.6217	64.9787	65.3585	65.5571	66.0502	66.3996	67.0467	67.4862	67.844	67.8619	67.8064	68.3804	68.6715	69.2288	69.3742	69.6745	70.2472	70.3973	70.5391	70.5757	70.8146	71.0289	71.0413	71.2535	71.1622	71.5954	71.8028	72.4299	72.3296	71.9819	72.2802	70.9394	72.7182	71.97	72.6601	72.9833	72.8871	73.2599	72.5089	72.7182	73.0247	73.0263	73.0266	73.0224	72.7924	72.9609	71.9826	71.8901	72.6186	72.7458	72.362	71.5531	72.5656	72.5194	2023
903	Africa	37.2455	37.7751	38.2546	38.7309	39.0876	39.5474	39.9762	39.8561	40.2405	41.194	41.3961	41.7756	42.2531	42.7175	43.0898	43.3551	43.4601	43.7471	44.2523	44.5077	44.9859	45.3999	45.4595	46.101	46.4118	46.807	47.5487	48.0406	48.4287	48.9562	49.4094	49.8226	50.2133	49.5464	49.7402	50.1332	50.5889	51.1887	51.0598	51.7063	51.6566	51.4937	51.4261	51.8296	49.9595	52.3426	52.3704	52.5837	52.3988	53.0619	53.667	54.006	54.3921	54.8416	55.3428	55.8494	56.4629	57.0818	57.6655	57.7517	58.7703	58.9598	59.8046	60.2673	60.4728	60.8437	61.2078	61.514	62.1674	62.449	62.2572	61.7866	62.9205	63.8428	2023
910	Eastern Africa	38.2525	38.722	39.1419	39.5724	40.0147	40.46	40.8963	39.4718	39.7704	42.0948	42.532	43.0043	43.3949	43.6282	44.2682	44.2869	43.7041	44.6732	44.9529	45.0985	45.3371	45.6831	44.6401	45.755	45.4967	45.6688	46.591	46.8447	46.9927	47.4343	47.7398	47.8492	48.0836	45.8605	45.7243	46.2874	46.7039	48.1428	47.1916	48.691	48.39	47.5163	47.1286	48.0174	42.7509	48.9403	49.1099	49.3572	48.8187	50.256	51.226	51.8248	52.6075	53.4231	54.2862	55.047	55.8824	56.6922	57.5485	58.3575	59.0124	58.7298	60.4307	61.2171	61.321	61.614	61.9619	62.2809	63.5164	64.1713	64.152	63.5482	64.8959	65.5869	2023
